Sort order	Title	Photographer	Compound	Date	Subjects	Notes	Original Format/Size	Digital Format	Collection Name	Repository	Collection Source	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	Dates	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	0197. Music Hall With Christmas Tree.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands at ground level looking down the hall's central aisle toward the stage where music stands have been set up around a large Christmas tree.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060019r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/46	46	47.jpg	/LSU_NOE/image/47.jpg
	0197. Music Hall With Christmas Tree.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands at ground level looking down the hall's central aisle toward the stage where music stands have been set up around a large Christmas tree.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060019v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/47	47	48.jpg	/LSU_NOE/image/48.jpg
	0226. Nebraska's Exhibit, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Nebraska exhibition area. A partition at the rear of the space announces "Corn Is King" above 3 arches within which are Masonic symbols and a central medallion of a king's profile. Everything is made of corn.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060020r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/48	48	49.jpg	/LSU_NOE/image/49.jpg
	0226. Nebraska's Exhibit, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Nebraska exhibition area. A partition at the rear of the space announces "Corn Is King" above 3 arches within which are Masonic symbols and a central medallion of a king's profile. Everything is made of corn.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060020v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/49	49	50.jpg	/LSU_NOE/image/50.jpg
0084	A Mississippi Steamer - Saloon.	Centennial Photographic Company	Yes	1884	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Steamboats--Interiors--Photographs	The camera stands slightly above floor level in the interior of a steamship's saloon looking toward one end of the room. The floor is clear with chairs pushed against the exterior walls. A water chiller stands in the center of the room at one end.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060011	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1884		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/50	50	51.cpd	/LSU_NOE/image/51.cpd
0085	Main Building Avenue [. . .] South Gallery.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands on the 2nd level gallery inside the Main Building looking toward the far end of the hall. Exhibitors' booths fill the hall.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060012	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/51	51	52.cpd	/LSU_NOE/image/52.cpd
0096	Opening Ceremonies - The Presentation	Centennial Photographic Company	Yes	1884	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands above the main floor inside a large building looking over the heads of a large crowd toward a stage at one end of the building.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060013	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1884		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/52	52	53.cpd	/LSU_NOE/image/53.cpd
0116	Main Building, East Avenue, South	Centennial Photographic Company	Yes	1885	Exhibit booths--Louisiana--New Orleans--Photographs;  World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands slightly above floor level looking toward a display of framed art pieces.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060014	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/53	53	54.cpd	/LSU_NOE/image/54.cpd
0121	The Greely Expedition Exhibit, G. & S. Building.	Centennial Photographic Company	Yes	1885	Exhibit booths--Louisiana--New Orleans--Photographs;  World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands slightly above floor level looking toward a display consisting of mannequins dressed in arctic gear, sleds, and small sailing craft. A man wearing a bowler and holding a cane stands facing the camera from one corner of the exhibition.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060015	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/54	54	55.cpd	/LSU_NOE/image/55.cpd
0122	The Greely Expedition Exhibit, G. & S. Building.	Centennial Photographic Company	Yes	1885	Exhibit booths--Louisiana--New Orleans--Photographs;  World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands slightly above floor level looking toward a display consisting of mannequins dressed in arctic gear, sleds, and small sailing craft as in 4206015. There are no spectators in the scene and the hall has been decorated with flags, a painted panorama, and other materials.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060016	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/55	55	56.cpd	/LSU_NOE/image/56.cpd
0162	The Palm Court.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands slightly above floor level looking toward a fountain located at the junction of 2 walkways inside a large greenhouse-like building. Men and women stand around various points in the images.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060017	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/56	56	57.cpd	/LSU_NOE/image/57.cpd
0171	Creole Homes, St. Peters Street.	Centennial Photographic Company	Yes	1884	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Vieux Carré (New Orleans, La.)--Photographs;  Urban landscapes--Louisiana--New Orleans--Photographs	The camera stands at ground level looking down St. Peters Street in the Vieux Carré, New Orleans, La.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060018	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1884		2005-10-27	2008-11-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/57	57	58.cpd	/LSU_NOE/image/58.cpd
0197	Music Hall With Christmas Tree.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Interiors--Louisiana--New Orleans--Photographs	The camera stands at ground level looking down the hall's central aisle toward the stage where music stands have been set up around a large Christmas tree.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060019	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/58	58	59.cpd	/LSU_NOE/image/59.cpd
0226	Nebraska's Exhibit, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs;  Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward the Nebraska exhibition area. A partition at the rear of the space announces "Corn Is King" above 3 arches within which are Masonic symbols and a central medallion of a king's profile. Everything is made of corn.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060020	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image	1885		2005-10-27	2008-11-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/59	59	60.cpd	/LSU_NOE/image/60.cpd
	0239. He And [. . .] At Home, New Year's Day, 1885.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at ground level looking at the exhibition booth for "Magnolia Ham, cured by McFerran, Shallcross & Co., Louisville, Ky."	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060021r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/60	60	61.jpg	/LSU_NOE/image/61.jpg
	0239. He And [. . .] At Home, New Year's Day, 1885.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at ground level looking at the exhibition booth for "Magnolia Ham, cured by McFerran, Shallcross & Co., Louisville, Ky."	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060021v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/61	61	62.jpg	/LSU_NOE/image/62.jpg
	0240. A Louisiana "Swamp Angel," G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at ground level looking toward an exhibition booth with a stuffed alligator displayed on a table in the foreground and other live and stuffed Louisiana fauna in the background.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060022r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/62	62	63.jpg	/LSU_NOE/image/63.jpg
	0240. A Louisiana "Swamp Angel," G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at ground level looking toward an exhibition booth with a stuffed alligator displayed on a table in the foreground and other live and stuffed Louisiana fauna in the background.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060022v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/63	63	64.jpg	/LSU_NOE/image/64.jpg
	0248. The [. . .] Flag [. . . ] Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands well above ground level looking down the long axis of the interior of an exhibition building filled with booths. American flags have been hung from the rafters at intervals.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060023r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/64	64	65.jpg	/LSU_NOE/image/65.jpg
	0248. The [. . .] Flag [. . . ] Section, G. & S. Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs<br>Interiors--Louisiana--New Orleans--Photographs	The camera stands well above ground level looking down the long axis of the interior of an exhibition building filled with booths. American flags have been hung from the rafters at intervals.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060023v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/65	65	66.jpg	/LSU_NOE/image/66.jpg
	0249. Mexican Silver, 5640 LBS., [. . .] Building.	Centennial Photographic Company	Yes	1885	World's Industrial and Cotton Centennial Exposition (1884-1885 : New Orleans, La.)--Photographs<br>Interiors--Louisiana--New Orleans--Photographs<br>Exhibit booths--Louisiana--New Orleans--Photographs	The camera stands at floor level looking toward a double pyramid-shaped ingot of silver in an exhibition hall.	Albumen prints<br>± 4.00" x 7.00" (Stereograph Studio Card)	jpeg	World's Industrial and Cotton Centennial Exposition Stereographic Views	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs:  http://www.lib.lsu.edu/special/findaid/4206.htm	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	New Orleans Centennial Exposition Stereoscopic Views, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	42060024r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_NOE.php?CISOROOT=%2FLSU_NOE	Stereographs	Image			2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_NOE/id/66	66	67.jpg	/LSU_NOE/image/67.jpg
