Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/582	582	610.jp2	/p16313coll76/image/610.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/583	583	611.jp2	/p16313coll76/image/611.jp2
Antoine Doussan to Auguste Doussan, 1846 Apr. 10	Doussan, Antoine J.	1846-04-10	1 letter.	April 10, 1846, Antoine Doussan to Auguste Doussan.  Antoine relates more concerning the Chopin family rift.	Antoine Doussan to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine relates more concerning the Chopin family rift. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Louisiana--Social Life and Customs--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 344	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/584	584	612.cpd	/p16313coll76/image/612.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/585	585	613.jp2	/p16313coll76/image/613.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/586	586	614.jp2	/p16313coll76/image/614.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/587	587	615.jp2	/p16313coll76/image/615.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/588	588	616.jp2	/p16313coll76/image/616.jp2
Antoine Doussan to Auguste Doussan, 1846 Feb. 3	Doussan, Antoine J.	1846-02-03	1 letter.	Baton Rouge, February 3, 1846, Antoine Doussan to Auguste Doussan.  The writer mentions the Chopin family rift over a son's marrying a servant.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.The writer mentions the Chopin family rift over a son marrying a servant. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Louisiana--Social Life and Customs--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 343	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/589	589	617.cpd	/p16313coll76/image/617.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/590	590	618.jp2	/p16313coll76/image/618.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/591	591	619.jp2	/p16313coll76/image/619.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/592	592	620.jp2	/p16313coll76/image/620.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/593	593	621.jp2	/p16313coll76/image/621.jp2
Antoine Doussan to Auguste Doussan, 1846 May 20	Doussan, Antoine J.	1846-05-20	1 letter.	Baton Rouge, May 20, 1846, Antoine Doussan to Auguste Doussan.  This letter also contains detailed financial statements.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine relates detailed financial statements. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 345	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/594	594	622.cpd	/p16313coll76/image/622.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/595	595	623.jp2	/p16313coll76/image/623.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/596	596	624.jp2	/p16313coll76/image/624.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/597	597	625.jp2	/p16313coll76/image/625.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/598	598	626.jp2	/p16313coll76/image/626.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/599	599	627.jp2	/p16313coll76/image/627.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/600	600	628.jp2	/p16313coll76/image/628.jp2
Page 7																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/601	601	629.jp2	/p16313coll76/image/629.jp2
Page 8																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/602	602	630.jp2	/p16313coll76/image/630.jp2
Antoine Doussan to Auguste Doussan, 1847 Feb. 25 and Mar. 19	Doussan, Antoine J.	1847-02-25; 1847-03-19	1 letter.	Baton Rouge, February 25 and March 19, 1847, Antoine Doussan to Auguste Doussan.  Antoine asserts that he will always relate to Auguste as a father to a son.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine states that he will always relate to Auguste as a father to a son. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Male Friendship--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 347	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/603	603	631.cpd	/p16313coll76/image/631.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/604	604	632.jp2	/p16313coll76/image/632.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/605	605	633.jp2	/p16313coll76/image/633.jp2
Antoine Doussan to Auguste Doussan, 1847 Jan. 3	Doussan, Antoine J.	1847-01-03	1 letter.	Baton Rouge, January 3, 1847, Antoine Doussan to Auguste Doussan.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 346	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/606	606	634.cpd	/p16313coll76/image/634.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/607	607	635.jp2	/p16313coll76/image/635.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/608	608	636.jp2	/p16313coll76/image/636.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/609	609	637.jp2	/p16313coll76/image/637.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/610	610	638.jp2	/p16313coll76/image/638.jp2
Antoine Doussan to Auguste Doussan, 1852 Apr. 8	Doussan, Antoine J.	1852-04-08	1 letter.	Auguste Doussan D.M. à Grasse Son Compte Courant avec A.J. Doussan à Baton Rouge.'  (Accompanied by a letter from Antoine Doussan to Auguste Doussan dated April 8, 1852.)  Statements from April 1851 and projected to April 1853. 	The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Included are financial statements from April 1851 and projected to April 1853 accompanied by a letter from Antoine Doussan to Auguste Doussan dated April 8, 1852. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Grasse (France)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1883	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 364	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/611	611	639.cpd	/p16313coll76/image/639.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/612	612	640.jp2	/p16313coll76/image/640.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/613	613	641.jp2	/p16313coll76/image/641.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/614	614	642.jp2	/p16313coll76/image/642.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/615	615	643.jp2	/p16313coll76/image/643.jp2
Antoine Doussan to Auguste Doussan, undated 1	Doussan, Antoine J.	undated	1 letter.	Undated, Antoine Doussan to Auguste Doussan.  Business transactions mainly.	Antoine Doussan to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.In this letter, Antoine discusses business affairs. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Mississippi River Valley--Commerce--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 328	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/616	616	644.cpd	/p16313coll76/image/644.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/617	617	645.jp2	/p16313coll76/image/645.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/618	618	646.jp2	/p16313coll76/image/646.jp2
Antoine Doussan to Auguste Doussan, undated 2	Doussan, Antoine J.	undated	1 letter.	Undated, Last page of a letter from Antoine Doussan to Auguste Doussan in Grasse, stamped May 29, 1843, Marseille.	Antoine Doussan to Auguste Doussan in Grasse. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This item is the last page of a letter from Antoine Doussan to Auguste Doussan. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Grasse (France)--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 329	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/619	619	647.cpd	/p16313coll76/image/647.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/620	620	648.jp2	/p16313coll76/image/648.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/621	621	649.jp2	/p16313coll76/image/649.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/622	622	650.jp2	/p16313coll76/image/650.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/623	623	651.jp2	/p16313coll76/image/651.jp2
Antoine Doussan to Auguste Doussan, undated 3	Doussan, Antoine J.	undated	1 letter.	Undated ['18 décembre' appears on the last page], Antoine Doussan to Auguste Doussan.  Antoine knows of the spread of cholera in France.  Antoine comments that his neighbors are selling their properties so rapidly to Americans that soon he will be surrounded by nothing but Americans. 	Antoine Doussan to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. Antoine knows of the spread of cholera in France.  Antoine reports that his French neighbors are selling their properties to Americans. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Cholera--France--History--19th Century; Plantations--Louisiana--19th Century; French Americans--Louisiana	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 351	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/624	624	652.cpd	/p16313coll76/image/652.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/625	625	653.jp2	/p16313coll76/image/653.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/626	626	654.jp2	/p16313coll76/image/654.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/627	627	655.jp2	/p16313coll76/image/655.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/628	628	656.jp2	/p16313coll76/image/656.jp2
Antoine Doussan to Auguste Doussan, 1845 Feb. 5 Business	Doussan, Antoine J.	1845-02-05	1 letter.	February 5, 1845, Antoine Doussan to Auguste Doussan.  Business.	Antoine Doussan to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine discusses business affairs. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Mississippi River Valley--Commerce--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 337	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/629	629	657.cpd	/p16313coll76/image/657.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/630	630	658.jp2	/p16313coll76/image/658.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/631	631	659.jp2	/p16313coll76/image/659.jp2
Auguste Doussan de Grasse Son Compte Courant avec A.J. Doussan, 1847 May 4	Doussan, Antoine J.	1847-05-04	1 letter.	May 4, 1847, 'Auguste Doussan de Grasse Son Compte Courant avec A.J. Doussan de B. Rouge.'  Statements from May 1846-May 1847.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.This letter contains financial statements for Auguste Doussan from May 1846-May 1847.	French.	Text.	Doussan, Auguste Alexandre; Doussan, Antoine J.; Grasse (France)--History--19th Century; Baton Rouge (La.)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1877	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 358	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/632	632	660.cpd	/p16313coll76/image/660.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/633	633	661.jp2	/p16313coll76/image/661.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/634	634	662.jp2	/p16313coll76/image/662.jp2
