Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1359	1359	1360.jp2	/p16313coll10/image/1360.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1360	1360	1361.jp2	/p16313coll10/image/1361.jp2
River Scene, Lockport, La	1907	Postcard : b&w ; 3 x 5 in.		Lockport, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1361	1361	1362.cpd	/p16313coll10/image/1362.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1362	1362	1363.jp2	/p16313coll10/image/1363.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1363	1363	1364.jp2	/p16313coll10/image/1364.jp2
Riverside Inn, Covington, La	1909	Postcard : color ; 3 x 5 in.	Note On Front: 'Hand-Colored'	Covington, La.	Picture postcards.; Photographic prints.	Published By Tolson & Schonberg	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1364	1364	1365.cpd	/p16313coll10/image/1365.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1365	1365	1366.jp2	/p16313coll10/image/1366.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1366	1366	1367.jp2	/p16313coll10/image/1367.jp2
Roman Catholic Church, Morgan City, La	1909	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Harry L. Squires	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1367	1367	1368.cpd	/p16313coll10/image/1368.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1368	1368	1369.jp2	/p16313coll10/image/1369.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1369	1369	1370.jp2	/p16313coll10/image/1370.jp2
Ruins of Julius Freyhan High School Building, St. Francisville, La	1907	Postcard : b&w ; 3 x 5 in.	Caption on front: 'Destroyed by fire Feb. 8, 1907. Original cost $18,000.'	St. Francisville, La.	Picture postcards.; Photographic prints.	Published by The True Democrat, St. Francisville, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1370	1370	1371.cpd	/p16313coll10/image/1371.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1371	1371	1372.jp2	/p16313coll10/image/1372.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1372	1372	1373.jp2	/p16313coll10/image/1373.jp2
S.P. Railroad Bridge, Morgan City, La	1907	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Published By R.L. Gougenheim; The Spot, Morgan City, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1373	1373	1374.cpd	/p16313coll10/image/1374.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1374	1374	1375.jp2	/p16313coll10/image/1375.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1375	1375	1376.jp2	/p16313coll10/image/1376.jp2
Sacred Heart Academy, Convent, La	1909	Postcard : color ; 3 x 5 in.		Convent, La.	Picture postcards.; Photographic prints.	Souvenir Post Card Co., New York. Printed in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1376	1376	1377.cpd	/p16313coll10/image/1377.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1377	1377	1378.jp2	/p16313coll10/image/1378.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1378	1378	1379.jp2	/p16313coll10/image/1379.jp2
Sacred Heart Convent, Morgan City, La	1908?	Postcard : b&w ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Published By R.L. Gougenheim; The Spot, Morgan City, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1379	1379	1380.cpd	/p16313coll10/image/1380.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1380	1380	1381.jp2	/p16313coll10/image/1381.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1381	1381	1382.jp2	/p16313coll10/image/1382.jp2
Sacred Heart Convent. Morgan City, La	1911	Postcard : color ; 3 x 5 in.		Morgan City, La.	Picture postcards.; Photographic prints.	Published by D.C. Walsh	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1382	1382	1383.cpd	/p16313coll10/image/1383.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1383	1383	1384.jp2	/p16313coll10/image/1384.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1384	1384	1385.jp2	/p16313coll10/image/1385.jp2
Saint Jules Chapel Assumption Parish, La	1905	Postcard : b&w ; 3 x 5 in.		Belle Alliance, La.	Picture postcards.; Photographic prints.	Eastman Kodak	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1385	1385	1386.cpd	/p16313coll10/image/1386.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1386	1386	1387.jp2	/p16313coll10/image/1387.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1387	1387	1388.jp2	/p16313coll10/image/1388.jp2
Scene Along Bayou Terre Bonne, Houma, La	1907	Postcard : color ; 3 x 5 in.		Houma, La.	Picture postcards.; Photographic prints.	E.C. Kropp Co., Milwaukee.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1388	1388	1389.cpd	/p16313coll10/image/1389.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1389	1389	1390.jp2	/p16313coll10/image/1390.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1390	1390	1391.jp2	/p16313coll10/image/1391.jp2
Scene on Bayou Teche, Franklin, La	1907	Postcard : b&w ; 3 x 5 in.		Franklin, La.	Picture postcards.; Photographic prints.	Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1391	1391	1392.cpd	/p16313coll10/image/1392.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1392	1392	1393.jp2	/p16313coll10/image/1393.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1393	1393	1394.jp2	/p16313coll10/image/1394.jp2
Scene on Bayou Teche, St. Martinsville, Louisiana	1912	Postcard : color ; 3 x 5 in.		St. Martinville, La.	Picture postcards.; Photographic prints.	Alfred Holzman Co., Chicago; Published by T.J. Labbe, St. Martinsville, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1394	1394	1395.cpd	/p16313coll10/image/1395.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1395	1395	1396.jp2	/p16313coll10/image/1396.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1396	1396	1397.jp2	/p16313coll10/image/1397.jp2
Scene on Bogue Falaya River, Covington, La	1909	Postcard : color ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	Ignatz Stern, Publisher, New York	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1397	1397	1398.cpd	/p16313coll10/image/1398.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1398	1398	1399.jp2	/p16313coll10/image/1399.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1399	1399	1400.jp2	/p16313coll10/image/1400.jp2
School and Church Building, Port Allen, La	1911	Postcard : b&w ; 3 x 5 in.		Port Allen, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1400	1400	1401.cpd	/p16313coll10/image/1401.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1401	1401	1402.jp2	/p16313coll10/image/1402.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1402	1402	1403.jp2	/p16313coll10/image/1403.jp2
Schooner Landing, Foot of Main Street, Covington, La	1908	Postcard : color ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	Trouilly & Oplatek, Pub.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1403	1403	1404.cpd	/p16313coll10/image/1404.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1404	1404	1405.jp2	/p16313coll10/image/1405.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1405	1405	1406.jp2	/p16313coll10/image/1406.jp2
Schooners Landing, Covington, La	1907	Postcard : color ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	The Valentine & Sons' Publishing Co., Ltd., New York; Printed in Great Britain	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1406	1406	1407.cpd	/p16313coll10/image/1407.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1407	1407	1408.jp2	/p16313coll10/image/1408.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1408	1408	1409.jp2	/p16313coll10/image/1409.jp2
Second Street, looking North, Alexandria, La	1912	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1409	1409	1410.cpd	/p16313coll10/image/1410.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1410	1410	1411.jp2	/p16313coll10/image/1411.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1411	1411	1412.jp2	/p16313coll10/image/1412.jp2
Sharkeys Bar, Norco, La	1941?	Postcard : b&w ; 3 x 5 in.	Caption on front and back: 'W.M. Montero, Sr., Prop., Best Equipped Bar in U.S.A., 40 Feet of Mahogany, Phones 6219-9125'; On Back: Allied Printing Trades Council Union Label	Norco, La.	Picture postcards.; Photographic prints.	Picto Cards, Kaeser & Blair, Cincinnati, Ohio	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1412	1412	1413.cpd	/p16313coll10/image/1413.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1413	1413	1414.jp2	/p16313coll10/image/1414.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1414	1414	1415.jp2	/p16313coll10/image/1415.jp2
Shreveport Golf and Country Club, Shreveport, La	1917	Postcard : color ; 3 x 5 in.		Shreveport, La.	Picture postcards.; Photographic prints.	C.T. Photochrom', Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1415	1415	1416.cpd	/p16313coll10/image/1416.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1416	1416	1417.jp2	/p16313coll10/image/1417.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1417	1417	1418.jp2	/p16313coll10/image/1418.jp2
Shuckers of Houma Fish and Oyster Co., Houma, La	1906	Postcard : b&w ; 3 x 5 in.		Houma, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1418	1418	1419.cpd	/p16313coll10/image/1419.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1419	1419	1420.jp2	/p16313coll10/image/1420.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1420	1420	1421.jp2	/p16313coll10/image/1421.jp2
Simon Bros. Ltd. Department Store, Alexandria, La	1906? - 1921?	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1421	1421	1422.cpd	/p16313coll10/image/1422.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1422	1422	1423.jp2	/p16313coll10/image/1423.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1423	1423	1424.jp2	/p16313coll10/image/1424.jp2
Snow Scene, Winnfield, La., Old City Hotel in Background	1907	Postcard : b&w ; 3 x 5 in.		Winnfield, La.	Picture postcards.; Photographic prints.	Photo by L.A. DeBray; The Comrade, Winnfield, Souvenir Series	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1424	1424	1425.cpd	/p16313coll10/image/1425.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1425	1425	1426.jp2	/p16313coll10/image/1426.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1426	1426	1427.jp2	/p16313coll10/image/1427.jp2
