Title	Compound	Photographer	Date	Dates	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Size	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Physical Description	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Crew of Richmond at quarters. Baton Rouge La. 1863.	Yes	McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Sailors--United States--Photographs;McPherson & Oliver,	The Richmond was crippled in Farragut's attempt to pass the guns of Port Hudson on the night of March 14, 1863, and fifteen of her officers and crew were killed or wounded. [East, "Civil War Album," text, p. 86; image, p. 86.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1633	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014ar	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/28	28	29.jpg	/LSU_GSC/image/29.jpg
Crew of Richmond at quarters. Baton Rouge La. 1863.	Yes	McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Sailors--United States--Photographs;McPherson & Oliver,	The Richmond was crippled in Farragut's attempt to pass the guns of Port Hudson on the night of March 14, 1863, and fifteen of her officers and crew were killed or wounded. [East, "Civil War Album," text, p. 86; image, p. 86.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1625 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014av	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/29	29	30.jpg	/LSU_GSC/image/30.jpg
Steamer Richmond off Baton Rouge La. 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs	The USS Richmond, a Wooden Steam Sloop of War launched 1860. Tonnage 2604; length 225'; draft 17'4 ½"; armament one 80-pounder Dahlgren rifle, twenty 9" Dahlgren smoothbores, one 30-pounder Parrott rifle. <br><br>"The Richmond was one of the largest and most beautiful ships in Farragut's fleet. The Richmond reached Baton Rouge on the afternoon of May 9, 1862, in company with her sister ships." [East, "Civil War Album," text, p. 79; image, p. 78.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1620	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014br	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/30	30	31.jpg	/LSU_GSC/image/31.jpg
Steamer Richmond off Baton Rouge La. 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Richmond (Sloop)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;United States. Navy. Gulf Coast Blockading Squadron--Photographs	The USS Richmond, a Wooden Steam Sloop of War launched 1860. Tonnage 2604; length 225'; draft 17'4 ½"; armament one 80-pounder Dahlgren rifle, twenty 9" Dahlgren smoothbores, one 30-pounder Parrott rifle. <br><br>"The Richmond was one of the largest and most beautiful ships in Farragut's fleet. The Richmond reached Baton Rouge on the afternoon of May 9, 1862, in company with her sister ships." [East, "Civil War Album," text, p. 79; image, p. 78.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1635 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940014bv	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/31	31	32.jpg	/LSU_GSC/image/32.jpg
Steamship Mississippi Farragut's fleet Mississippi River La. . . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Mississippi (Frigate)--Photographs	Inscription continues: . . .Burned by her own after grounding in front of the rebel batteries at Port Hudson, during the attack by the fleet, on the night of the 14th March 1863. To their mortification & chagrin after reaching the shore, she floated off & blew up five miles below the batteries. The Mississippi survived the passage of the forts below New Orleans but was lost in March 1863 in Farragut's attempt to pass the confederate guns at Port Hudson. [East, "Civil War Album," text, p. 22; image, p. 22.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1568	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940015r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/32	32	33.jpg	/LSU_GSC/image/33.jpg
Steamship Mississippi Farragut's fleet Mississippi River La. . . .	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Mississippi (Frigate)--Photographs	Inscription continues: . . .Burned by her own after grounding in front of the rebel batteries at Port Hudson, during the attack by the fleet, on the night of the 14th March 1863. To their mortification & chagrin after reaching the shore, she floated off & blew up five miles below the batteries. The Mississippi survived the passage of the forts below New Orleans but was lost in March 1863 in Farragut's attempt to pass the confederate guns at Port Hudson. [East, "Civil War Album," text, p. 22; image, p. 22.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1576 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940015v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/33	33	34.jpg	/LSU_GSC/image/34.jpg
Mortar boat of Farragut's fleet. Baton Rouge La, 1863	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs	One of the mortar schooners which bombarded the forts guarding the approach to New Orleans and which were then brought upriver to hurl their great 13-inch shells into the confederate positions at Port Hudson. [East, "Civil War Album," text, p. 83; image, p. 82.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1654 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016ar	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/34	34	35.jpg	/LSU_GSC/image/35.jpg
Mortar boat of Farragut's fleet. Baton Rouge La, 1863	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs	One of the mortar schooners which bombarded the forts guarding the approach to New Orleans and which were then brought upriver to hurl their great 13-inch shells into the confederate positions at Port Hudson. [East, "Civil War Album," text, p. 83; image, p. 82.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1648 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016av	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/35	35	36.jpg	/LSU_GSC/image/36.jpg
U.S.S. Genese	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Genese (Gunboat)--Photographs	This is one of Farragut's smaller gunboats, probably the U.S.S. Genesee. [East, "Civil War Album," text, p. 80; image, p. 80.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1650	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016br	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/36	36	37.jpg	/LSU_GSC/image/37.jpg
U.S.S. Genese	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Genese (Gunboat)--Photographs	This is one of Farragut's smaller gunboats, probably the U.S.S. Genesee. [East, "Civil War Album," text, p. 80; image, p. 80.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1625 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940016bv	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/37	37	38.jpg	/LSU_GSC/image/38.jpg
Wharfboat Natchez. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Natchez (Wharfboat)--Photographs	The wharfboat Natchez (on left) tied up with one of Porter's mortar schooners (on right). [East, "Civil War Album," text, p. 70; image, p. 70.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1553	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940017r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/38	38	39.jpg	/LSU_GSC/image/39.jpg
Wharfboat Natchez. Baton Rouge La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States. Navy. Gulf Coast Blockading Squadron--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Waterfronts--Louisiana--Baton Rouge--Photographs;Natchez (Wharfboat)--Photographs	The wharfboat Natchez (on left) tied up with one of Porter's mortar schooners (on right). [East, "Civil War Album," text, p. 70; image, p. 70.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1583 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940017v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/39	39	40.jpg	/LSU_GSC/image/40.jpg
Gun mounted on a mound in Fort William which used to be the cemetery for the officers of the regular army.	Yes	McPherson & Oliver, Baton Rouge	ca. 1863		Armies--Officers--Photographs;Artillery--Photographs;Artillery men--Photographs;Fort Williams (La.)--Photographs;McPherson & Oliver, photographers;McPherson, William D. (Photographer);United States--History--Civil War, 1861-1865--Photogr	An army gun on the Indian mound in the northeastern part of the ground, not far from the powder magazine and the cemetery. The mound itself had served as a burial ground for officers of the post and their families as far back as the 1830s. [East, "Civil War Album," text, p. 50; image, p. 51.	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1626	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940001	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2008-03-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/40	40	41.cpd	/LSU_GSC/image/41.cpd
18th NY battery Captain Fort Williams 1863.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	1863		United States--History--Civil War, 1861-1865--Photographs;Artillery--Photographs;Artillery battery--Photographs;Fort Williams (La.)--Photographs;United States. Army--Artillery--Drill and tactics--Photographs;Baton Rouge (La.)--Photographs	A section of Captain Mack's battery was doing routine artillery training. [East, "Civil War Album," text, p. 54; image, p. 55.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1659	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940002	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/41	41	42.cpd	/LSU_GSC/image/42.cpd
Deaf, Dumb, Blind Asylum Baton Rouge La Now used as a General Hospital. U.S.A.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Architecture, Gothic--Louisiana--Baton Rouge--Photographs;United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs	In 1863, it served as a military hospital crowded with the sick and wounded. [East, "Civil War Album," text, p. 94; image, p. 95.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1557	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940003	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/42	42	43.cpd	/LSU_GSC/image/43.cpd
General Dudley's Headquarters, Baton Rouge, La.	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Church Street (Baton Rouge, La.)--Photographs;Baton Rouge (La.)--Photographs;Dwellings--Louisiana--Baton Rouge--Photographs;United States. Army--Headquarters--Photographs	Before 1863, this was the home of Samuel M. Hart, a prominent citizen who had left the city the previous year. [East, "Civil War Album," text, p. 57; image, p. 59.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	2560 x 1575	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940004	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/43	43	44.cpd	/LSU_GSC/image/44.cpd
State House, Baton Rouge, La. [r] Burned Dec 30th 1862 [v]	Yes	Ascribed to McPherson & Oliver, Baton Rouge	ca. 1863		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Architecture, Gothic--Louisiana--Baton Rouge--Photographs;Louisiana--Capital and capitol--Photographs	The State Capital building was used both to quarter soldiers and to hold confederate prisoners. Fire broke out in the building in the night and by daylight the landmark was a gutted ruin. It was rebuilt in the early 1880s. [East, "Civil War Album," text, p. 44; image, p. 45.]	Photographs	Albumen prints;2.5" x 4.0" (CDV studio card)	jpeg	1571 x 2560	G.H. Suydam Collection	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	G. H. Suydam Collection (Mss. 1394).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/1394.pdf		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	13940005	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_GSC.php?CISOROOT=/LSU_GSC	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GSC/id/44	44	45.cpd	/LSU_GSC/image/45.cpd
