Title	Compound	Photographer	Date	Dates	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
View No. 23. Chickamauga. Glass' Mill. Slocomb's Battery, Fifth Company. Washington Artillery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows the left portion of the Indian field in which fought this Battery on the 19th of September, 1893, at Glass' Mill, on the extreme left of Bragg's Army. At the time of the battle there was a road running near the woods on the left, and the worn traces of it appear in the picture. This picture and view, No. 22, form one picture, and shows the fields and position from right to left. The views are taken facing West.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040023v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/988	988	989.jpg	/LSU_CNP/image/989.jpg
View No. 24. Chickamauga. McAfee's Church and Spring Lake. Scott's First Louisiana Cavalry.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows McAfee Church and School-house, on the road from Rossville to Redhouse crossing of the Chickamauga; along which road from this point to the crossing, some four miles, Scott's Cavalry, forming the extreme right of Bragg's Army, fought back and forth on the 19th and 20th of September, 1893. The view is taken facing West Lookout Mountain is seen in the distance. Robinson's Louisiana Battery was along with Scott's Calvary in the fighting which occurred on this road. The Federal troops opposing Scott were Whitaker's and Mintey's Brigades.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040024r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/989	989	990.jpg	/LSU_CNP/image/990.jpg
View No. 24. Chickamauga. McAfee's Church and Spring Lake. Scott's First Louisiana Cavalry.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view shows McAfee Church and School-house, on the road from Rossville to Redhouse crossing of the Chickamauga; along which road from this point to the crossing, some four miles, Scott's Cavalry, forming the extreme right of Bragg's Army, fought back and forth on the 19th and 20th of September, 1893. The view is taken facing West Lookout Mountain is seen in the distance. Robinson's Louisiana Battery was along with Scott's Calvary in the fighting which occurred on this road. The Federal troops opposing Scott were Whitaker's and Mintey's Brigades.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040024v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/990	990	991.jpg	/LSU_CNP/image/991.jpg
View No. 25. Chickamauga. McAfee Church and Spring Lake. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is a companion one to No. 24, and is in prolongation of it to the left. The lake is in rear of the church and schoolhouse, shown in No. 24, distant some 250 yards from it. This position being outside of the Military Park limits, is not noted in the National Commission's notes.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040025r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/991	991	992.jpg	/LSU_CNP/image/992.jpg
View No. 25. Chickamauga. McAfee Church and Spring Lake. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is a companion one to No. 24, and is in prolongation of it to the left. The lake is in rear of the church and schoolhouse, shown in No. 24, distant some 250 yards from it. This position being outside of the Military Park limits, is not noted in the National Commission's notes.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040025v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/992	992	993.jpg	/LSU_CNP/image/993.jpg
View No. 27. Chickamauga. Red House Crossing. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is taken from the east bank of the Chickamauga, at the crossing, looking east, towards the hills bordering the bottom, and on which Scott's Cavalry were camped. Much fighting occurred on both banks from the hills on the East bank to the little Chickamauga and to McAfee's Church beyond. The residents near the crossing have gathered and used bushels of leaden projectiles gathered from their fields.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040027r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/995	995	996.jpg	/LSU_CNP/image/996.jpg
View No. 27. Chickamauga. Red House Crossing. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is taken from the east bank of the Chickamauga, at the crossing, looking east, towards the hills bordering the bottom, and on which Scott's Cavalry were camped. Much fighting occurred on both banks from the hills on the East bank to the little Chickamauga and to McAfee's Church beyond. The residents near the crossing have gathered and used bushels of leaden projectiles gathered from their fields.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040027v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/996	996	997.jpg	/LSU_CNP/image/997.jpg
View No. 29. Chickamauga. Red House Crossing. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is taken looking west from the foot of the hills on the east bank of the Chickamauga River. The road passing through the fields leads to the crossing of the river, the course of which is marked by the fringe of trees seen in the large field and the one in the far distance. Lookout Mountain is seen above the forest.<br>The positions in Views No. 26, 27, 28 and 29 were established by the Louisiana and National Commissioners on September 26th, 1894, but being outside of the Military Park limits are not marked in the field notes of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040029r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/999	999	1000.jpg	/LSU_CNP/image/1000.jpg
View No. 29. Chickamauga. Red House Crossing. Scott's First Louisiana Cavalry and Robinson's Louisiana Battery.	Yes	unknown	ca. 1894		Chickamauga (Ga.), Battle of, 1863;<br>Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	This view is taken looking west from the foot of the hills on the east bank of the Chickamauga River. The road passing through the fields leads to the crossing of the river, the course of which is marked by the fringe of trees seen in the large field and the one in the far distance. Lookout Mountain is seen above the forest.<br>The positions in Views No. 26, 27, 28 and 29 were established by the Louisiana and National Commissioners on September 26th, 1894, but being outside of the Military Park limits are not marked in the field notes of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	IRP	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040029v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1000	1000	1001.jpg	/LSU_CNP/image/1001.jpg
View No. 1. Missionary Ridge. Slocomb's Battery, 5th Company, Washington Artillery.	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863;  Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	White board on tree marks right of position of Slocomb's Battery (5th Company Washington Artillery) during the battle on the evening of November 25, 1863. The position is to the right of Bate's Brigade, between it and the left of Deas' Brigade some 450 yards from Bragg's headquarters, to the right. The view is facing Chattanooga, which is hidden by the forest growth, since the battle. The ridge here was denuded of trees, and the valley bellow and slopes to it, offered an unobstructed view, at the time. The left half of Slocomb's Battery stood some 75 yards to the left of this point. The depression in the ground running between the two large trees, about the left centre, marks the location of the trench and breastworks.<br>This position was fixed on September 24th, 1894, by the Louisiana and National Commissioners and marked and noted by E. E. Betts, engineer of National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040001	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2007-03-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1001	1001	1002.cpd	/LSU_CNP/image/1002.cpd
View No. 2. Missionary Ridge. 13th and 20th Louisiana Regiment-Infantry.	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	White board shows where stood the right of the 13th and 20th Louisiana Regiment of Infantry, during the battle on the evening of November 25th, 1863. The position is in front of Bragg's headquarters, and the point marked is on the slope, facing Chattanooga, to the right of the tower erected near the site of Bragg's headquarters. Chattanooga is hidden from view by the forest growth since the battle. The houses seen in the right corner, have been built since the battle and stand beyond the road (now abandoned) which crossed the ridge, immediately to the right of Bragg's headquarters. This position was fixed September 24th, 1894, by the Louisiana, and the National Commissioners, and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040002	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1002	1002	1003.cpd	/LSU_CNP/image/1003.cpd
View No. 4. Missionary Ridge. First Louisiana Infantry (Regulars).	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	White board on cedar tree seen through open tower, marks the position of the 1ts Louisiana Regulars at Bragg's headquarters. The cedar trees seen, stood in front of Bragg's headquarters at the time of the battle. The tower has been erected to mark the site of the headquarters, and is used as an observatory. The forest growth hides the view of the valley and of Chattanooga, which is to the left. This position is to the rear, and a little to the right of the position of the 13th and 20th Louisiana, as seen in View No. 2. The houses seen in the distance, to the left of the tower, are the same that are shown in View No 2.  This position was fixed September 24th, 1894, by the Louisiana and the National Commissioners and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040004	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1005	1005	1006.cpd	/LSU_CNP/image/1006.cpd
View No. 5. Missionary Ridge. Austin's Sharpshooters (14th Louisiana Battalion).	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	White board shows center of position held by Austin's Sharpshooters in the battle of the 25th November, 1863, on the slope of the ridge facing Chattanooga, which is to the left, hidden by forest growth. The position is below those, shown in Views 2, 3 and 4. The railroad seen, is an electric one, constructed in recent years. This position was fixed by the Louisiana and the National Commissioners on September 24th, 1864, and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040005	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1006	1006	1007.cpd	/LSU_CNP/image/1007.cpd
View No. 6. Missionary Ridge. Nineteenth Louisiana Infantry.	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	White board marks left of 19th Louisiana in the battle of November 25th, 1863, forming the left of Adams' Brigade of Stewart's Division. The position is to the left of those shown in Views Nos. 2, 3, 4 and 5 and is just below the crest of the ridge. The turnpike seen, is the one constructed on the crest of the ridge by the National Park Commission. The electric railroad runs on the slope below it. The view is looking south, with Chattanooga to the right. This position was fixed by the Louisiana and the National Commissioners on September 24th, 1894, and marked and noted by E. E. Betts, engineer of the National Commission.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040006	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1007	1007	1008.cpd	/LSU_CNP/image/1008.cpd
View No. 8. Missionary Ridge.	Done	unknown	ca. 1894		Missionary Ridge, Battle of, Tenn., 1863; Chickamauga-Chattanooga National Military Park (Ga. and Tenn.)--Photographs	View of Missionary Ridge looking toward it from position in View No. 7. The road crossing the ridge near Bragg's headquarters and leading to Chickamauga river is here shown. The tower at site of Bragg's headquarters can be seen on the ridge to the left of the road. Down this road came the enemy in pursuit of the Confederates. Most of the clearing shown in the view has been made since the battle of November 25, 1863. Position fixed by Louisiana Commissioners September 26, 1894.	Image	Gelatin silver prints;8.5" x 5.2"	jpeg	Chickamauga-Chattanooga National Military Park (Ga. and Tenn.) Louisiana Committee. Photographs	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4504.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Chickamauga and Chattanooga National Military Park (Ga. and Tenn.) Commission: Louisiana Committee Photographs (Mss. 4504), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	45040008	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_CNP.php?CISOROOT=/LSU_CNP		2005-10-25	2005-10-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_CNP/id/1008	1008	1009.cpd	/LSU_CNP/image/1009.cpd
