Title	Photographer	Date	Physical Description	Notes	Subjects	Type	Digital Collection	Repository	Repository Collection Guide	Call Number/ Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Public school - Bayou Black, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Black (La.)--Photographs.; School buildings--Louisiana--Bayou Black-- Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963023	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/22	22	23.jp2	/p16313coll56/image/23.jp2
School boat - Bayou Black, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Black (La.)--Photographs.; Boats--Louisiana--Bayou Black--Photographs.; Schools--Louisiana--Bayou Black--Photographs	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963024	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/23	23	24.jp2	/p16313coll56/image/24.jp2
Boys school in Rex parade New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Carnival--Louisiana--New Orleans--Photographs.; Parades--Louisiana--New Orleans--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963025	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/24	24	25.jp2	/p16313coll56/image/25.jp2
Old grill work Lafayette Square, New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Balconies--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.; Wrought iron--Louisiana--New Orleans--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963026	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/25	25	26.jp2	/p16313coll56/image/26.jp2
Old grill work. Lafayette Square, New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Balconies--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.; Wrought iron--Louisiana--New Orleans--Photographs	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963027	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/26	26	27.jp2	/p16313coll56/image/27.jp2
John  McDonogh,  1779-1850, statue Lafayette Square, New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Statues--Louisiana--New Orleans--Photographs.; McDonogh, John, 1779-1850--Statues--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963028	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/27	27	28.jp2	/p16313coll56/image/28.jp2
Courtyard,  St. Ann Street, New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Courtyards--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963029	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/28	28	29.jp2	/p16313coll56/image/29.jp2
French baby dancing, New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana--New Orleans--Photographs.; Fountains--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963030	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/29	29	30.jp2	/p16313coll56/image/30.jp2
Cabildo Alley, New Orleans, La. .	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	New Orleans (La.)--Photographs.; Vieux Carre (New Orleans, La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963031	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/30	30	31.jp2	/p16313coll56/image/31.jp2
Jackson statue New Orleana, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Jackson Square (New Orleans, La.)--Photographs.; Jackson, Andrew, 1767-1845--Statues--Louisiana-- New Orleans--Photographs.; Statues--Louisiana--New Orleans--Photographs.;  New Orleans (La.)--Photographs.; Vieux Carre (New Orleans, La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963032	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/31	31	32.jp2	/p16313coll56/image/32.jp2
Old New Orleans	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	New Orleans (La.)--Photographs.; Vieux Carre (New Orleans, La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963033	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/32	32	33.jp2	/p16313coll56/image/33.jp2
Carnival time New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Carnival--Louisiana--New Orleans--Photographs.; Family--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963034	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/33	33	34.jp2	/p16313coll56/image/34.jp2
City Hall Lafayette Sq. New Orleans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	City halls--Louisiana--New Orleans--Photographs.; New Orleans (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963035	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/34	34	35.jp2	/p16313coll56/image/35.jp2
Spanish house St. Ann Street. New Orlans, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Shoe stores--Louisiana--New Orleans--Photographs.; Vieux Carre (New Orleans, La.)--Photographs.; New Orleans (La.)--Photographs. 	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963036	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/35	35	36.jp2	/p16313coll56/image/36.jp2
Shell Island, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Shell Island (La.)--Photographs.; Dwellings--Louisiana--Shell Island--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963037	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/36	36	37.jp2	/p16313coll56/image/37.jp2
Bayou Black above Barrow's canal	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Black (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963038	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/37	37	38.jp2	/p16313coll56/image/38.jp2
On Bayou Black above Houma, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Black (La.)--Photographs.; Bayous--Louisiana--Photographs.; Bridges--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963039	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/38	38	39.jp2	/p16313coll56/image/39.jp2
Houseboat Ambra II on Bayou Black above Houma, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Houseboats--Louisiana--Photographs.; Bayou Black (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963040	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/39	39	40.jp2	/p16313coll56/image/40.jp2
Bayou Terrebonne above Houma, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bayou Terrebonne (La.)--Photographs.; Bayous--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963041	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/40	40	41.jp2	/p16313coll56/image/41.jp2
House	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Dwellings--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963042	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/41	41	42.jp2	/p16313coll56/image/42.jp2
African American boys beside a railroad track	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	African American children--Louisiana--Photographs; Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963043	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/42	42	43.jp2	/p16313coll56/image/43.jp2
African American girls walking on a street	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	African American children--Louisiana--Photographs.; Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963044	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/43	43	44.jp2	/p16313coll56/image/44.jp2
