Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	124 - Arsenal Grounds, Baton Rouge, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Or	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410125v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/408	408	409.jpg	/LSU_MDP/image/409.jpg
	128 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410126r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/409	409	410.jpg	/LSU_MDP/image/410.jpg
	128 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410126v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/410	410	411.jpg	/LSU_MDP/image/411.jpg
	127 - Arsenal, Baton Rouge, La.	L.I. Prince, No. 8, St. Charles St., New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Arsenals--Louisiana--Baton Rouge--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867, photographer	Verso inscribed, "Arsenal, B.R."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410127r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/411	411	412.jpg	/LSU_MDP/image/412.jpg
	127 - Arsenal, Baton Rouge, La.	L.I. Prince, No. 8, St. Charles St., New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Arsenals--Louisiana--Baton Rouge--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867, photographer	Verso inscribed, "Arsenal, B.R."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410127v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/412	412	413.jpg	/LSU_MDP/image/413.jpg
	125 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410128r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/413	413	414.jpg	/LSU_MDP/image/414.jpg
	125 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410128v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/414	414	415.jpg	/LSU_MDP/image/415.jpg
	129 - After Surrender, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "After Surr." The camera stands at eye level looking toward a line of captured cannon.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410129r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/415	415	416.jpg	/LSU_MDP/image/416.jpg
	129 - After Surrender, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "After Surr." The camera stands at eye level looking toward a line of captured cannon.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410129v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/416	416	417.jpg	/LSU_MDP/image/417.jpg
	130 - Ruined battery overlooking the Mississippi River, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Fortification--Louisiana--Port Hudson--Photographs;Ordnance--Photographs;McPherson, William D., photographer; McPherson & Oliver (Studio : New Orleans, La.);	The camera stands above a battery position on the bluff overlooking the Mississippi River looking down and toward the river. A cannon has been thrown clear of its emplacement.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410130r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/417	417	418.jpg	/LSU_MDP/image/418.jpg
	130 - Ruined battery overlooking the Mississippi River, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Fortification--Louisiana--Port Hudson--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Or	The camera stands above a battery position on the bluff overlooking the Mississippi River looking down and toward the river. A cannon has been thrown clear of its emplacement.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410130v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/418	418	419.jpg	/LSU_MDP/image/419.jpg
	121 - Arsenal Grounds, Baton Rouge, La.	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410121	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/419	419	420.cpd	/LSU_MDP/image/420.cpd
	122 - Arsenal Grounds, North Street, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer; McPherson & Oliver (Studio : New Orleans, La.);	Verso inscribed, "North St."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410122	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/420	420	421.cpd	/LSU_MDP/image/421.cpd
	123 - Arsenal Grounds, Baton Rouge, La.	L.I. Prince, No. 8, St. Charles St., New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867	Verso inscribed, "St. B.R."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410123	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/421	421	422.cpd	/LSU_MDP/image/422.cpd
	126 - Arsenal Grounds, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer; McPherson & Oliver (Studio : New Orleans, La.);	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410124	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/422	422	423.cpd	/LSU_MDP/image/423.cpd
	124 - Arsenal Grounds, Baton Rouge, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Street photography--Louisiana--Baton Rouge--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer; McPherson & Oliver (Studio : New Orleans, La.);	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410125	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/423	423	424.cpd	/LSU_MDP/image/424.cpd
	128 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410126	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/424	424	425.cpd	/LSU_MDP/image/425.cpd
	127 - Arsenal, Baton Rouge, La.	L.I. Prince, No. 8, St. Charles St., New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Arsenals--Louisiana--Baton Rouge--Photographs;L.I. Prince  (Studio : New Orleans, La.);Prince, Louis Isaac, 1832-1867, photographer	Verso inscribed, "Arsenal, B.R."	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410127	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/425	425	426.cpd	/LSU_MDP/image/426.cpd
	125 - Arsenal Grounds, Barracks, Baton Rouge, La.	McPherson & Oliver, Baton Rouge, La.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Baton Rouge (La.)--Photographs;Military camps--Louisiana--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "Baton Rouge"	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410128	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/426	426	427.cpd	/LSU_MDP/image/427.cpd
	129 - After Surrender, Port Hudson, La.	McPherson & Oliver, photographers	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Port Hudson (La.)--History--Siege, 1863--Photographs;Ordnance--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	Verso inscribed, "After Surr." The camera stands at eye level looking toward a line of captured cannon.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410129	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/427	427	428.cpd	/LSU_MDP/image/428.cpd
