Title	Compound	Photographer	Date	Dates	Notes	Subjects	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Physical Description	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
No. 60. Christ Church.		George Francois Mugnier	ca. 1880-1910		Stereograph view of Christ Church (Episcopal) on Canal St.	New Orleans (La.)--Photographs.;Christ Church Cathedral (New Orleans, La.)--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850004	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/29	29	30.jpg	/LSU_GFM/image/30.jpg
No. 506. City Hotel, Corner Camp and Common Streets.		George Francois Mugnier	ca. 1880-1910		Elevated stereograph view of storefronts.	New Orleans (La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;3.50" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850005	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/30	30	31.jpg	/LSU_GFM/image/31.jpg
No. 377; Entrance; Conservatory of Music.		George Francois Mugnier	ca. 1880-1910		Stereograph view of doorway with iron gate.	New Orleans (La.)--Photographs.;Doors--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850006	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/31	31	32.jpg	/LSU_GFM/image/32.jpg
No. 418. Old Houses; Toulouse & Dauphine.		George Francois Mugnier	ca. 1880-1910		Stereograph view of houses on street corner.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Dwellings--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850007	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/32	32	33.jpg	/LSU_GFM/image/33.jpg
No. 375; Old House, French Quarters.		George Francois Mugnier	ca. 1880-1910		Stereograph view of house and fence taken from cobblestone street.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Dwellings--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850008	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/33	33	34.jpg	/LSU_GFM/image/34.jpg
No. 374; Old Spanish House Royal St.		George Francois Mugnier	ca. 1880-1910		Stereograph view of three-story building on street corner.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850009	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/34	34	35.jpg	/LSU_GFM/image/35.jpg
No. 412. Tiled-Roof House, Dauphine & St. Phillip.		George Francois Mugnier	ca. 1880-1910		Stereograph view of ice depot and two men taken from street corner.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850010	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/35	35	36.jpg	/LSU_GFM/image/36.jpg
No. 319. Cypress Tree, Lake Ponchartrain.		George Francois Mugnier	ca. 1880-1910		Stereograph view of lake shore line with trees.	Lade Ponchartrain (La.)--Photographs.;Cypress--Louisiana--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850011a	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/36	36	37.jpg	/LSU_GFM/image/37.jpg
No. 285. View Lake Ponchartrain.		George Francois Mugnier	ca. 1880-1910		Stereograph view of lake shore line with trees.	Lake Ponchartrain (La.)--Photographs.;Cypress--Louisiana--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850011b	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/37	37	38.jpg	/LSU_GFM/image/38.jpg
No. 528. Lower Levee, Shipping.		George Francois Mugnier	ca. 1880-1910		Image of steam and sail cargo ships at wharves.	New Orleans (La.)--Photographs.;Wharves--Louisiana--New Orleans--Photographs.;Cargo ships--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;5.00" x 8.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850012	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/38	38	39.jpg	/LSU_GFM/image/39.jpg
No. 200. Levee, & Sugar-Sheds.		George Francois Mugnier	ca. 1880-1910		Stereograph view of horse-drawn carts and barrels with sheds in background.	New Orleans (La.)--Photographs.;Wharves--Louisiana--New Orleans--Photographs.;Sugar trade--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850013	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/39	39	40.jpg	/LSU_GFM/image/40.jpg
No. 292 Interior of Cane Shed.		George Francois Mugnier	ca. 1880-1910		Stereograph view of sugar cane stacked on floor of storage area.	New Orleans (La.)--Photographs.;Sugarcane--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850013a	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/40	40	41.jpg	/LSU_GFM/image/41.jpg
No. 420. Old Houses; St. Peters & Chartres.		George Francois Mugnier	ca. 1880-1910		Stereograph view of storefronts and men on the sidewalk taken from cobblestone street.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850014	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/41	41	42.jpg	/LSU_GFM/image/42.jpg
No. 354. The Hotel Royal, St. Louis Str.		George Francois Mugnier	ca. 1880-1910		Elevated stereograph view of hotel and iron balcony.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;Royal Hotel (New Orleans, La.)--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850015	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/42	42	43.jpg	/LSU_GFM/image/43.jpg
No 535. Saint James Hotel, Magazine Street.		George Francois Mugnier	ca. 1880-1910		Elevated stereograph view of hotel and adjacent storefronts.	New Orleans (La.)--Photographs.;St. James Hotel (New Orleans, La.)--Photographs.;Storefronts--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;3.50" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850016	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/43	43	44.jpg	/LSU_GFM/image/44.jpg
No. 156. Old Tomb, St. Louis Cemetery.		George Francois Mugnier	ca. 1880-1910		Stereograph view of tomb.	New Orleans (La.)--Photographs.;Vieux Carre (New Orleans, La.)--Photographs.;St. Louis Cemetery #1 (New Orleans, La.)--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850017	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/44	44	45.jpg	/LSU_GFM/image/45.jpg
No. 116. Bayou View, Spanish Fort.		George Francois Mugnier	ca. 1880-1910		Stereograph view of bayou and docked boats.	New Orleans (La.)--Photographs.;Bayous--Louisiana--New Orleans--Photographs.;Spanish Fort (New Orleans, La.)--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850018	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/45	45	46.jpg	/LSU_GFM/image/46.jpg
No. 581. Birds-Eye View, Spanish Fort.		George Francois Mugnier	ca. 1880-1910		Elevated view of park with stage and tables in foreground.	New Orleans (La.)--Photographs.;Spanish Fort (New Orleans, la.)--Photographs.;Amusement parks--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850018a	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/46	46	47.jpg	/LSU_GFM/image/47.jpg
No 217 Str. Chas. P. Choteau.		George Francois Mugnier	ca. 1880-1910		Stereograph view of steamboat at dock with cargo in foreground.	New Orleans (La.)--Photographs.;Steamboats--Louisiana--New Orleans--Photographs.	Stereographs	Albumen prints;4.00" x 7.00"	jpeg	George Francois Mugnier New Orleans Scenes	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	New Orleans scenes : Mugnier negatives and prints, circa 1885-1910, (Mss. 1089, 1552).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/n1089.htm		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	George François Mugnier New Orleans Scenes, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	17850019	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_GFM.php?CISOROOT=/LSU_GFM;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_GFM	Image		2006-02-10	2008-04-04	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_GFM/id/47	47	48.jpg	/LSU_GFM/image/48.jpg
