Title	Compound	Notes	Date	Photographer	Index Terms	Item Number	Collection Name	Digital Type	Digital Size	Original Type/Size	Rights	Collection Source	Source	Cite As	Contact and Ordering Information	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Southport Corporation, Oil Barreling Department	No	See also 176224b and 176224c. The camera stands on the stairway of an oil storage tank looking out toward an open field to the right of frame and a low building to the left of frame. An unpaved roadway leads to a larger industrial complex in the distance.	ca. 1928	unknown	Southport Corporation. Oil Barreling Department--Photographs<br>Industrial buildings--Louisiana--Photographs<br>Outdoor photography	17620024ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/27	27	28.jpg	/NONegExposures/image/28.jpg
Southport Corporation, Oil Barreling Department	No	See also 176224a and 176224c. The camera stands atop a building looking out over an industrial complex. A railroad line runs diagonally through the frame while an unpaved road crossed the rail line on the opposite diagonal.	ca. 1928	unknown	Outdoor photography<br>Southport Corporation. Oil Barreling Department--Photographs<br>Industrial buildings--Louisiana--Photographs	17620024bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/28	28	29.jpg	/NONegExposures/image/29.jpg
Southport Corporation, Oil Barreling Department	No	See also 176224a and 176224b. The camera stands atop a low tower looking out over a small industrial compound. What may be the business offices appears on the right of frame. A small industrial building with a smoking smokestack appears on the left of frame.	ca. 1928	unknown	Southport Corporation. Oil Barreling Department--Photographs<br>Industrial buildings--Louisiana--Photographs<br>Outdoor photography	17620024cp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/29	29	30.jpg	/NONegExposures/image/30.jpg
Steamer "Barryton," Girod Street Landing	No	The steamer "Barryton" stands offshore in the river. A few people appear on the foreward deck looking at the camera.	ca. 1927	unknown	Barryton (Steamboats)--Photographs<br>Steamboats--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs	17620025p	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/30	30	31.jpg	/NONegExposures/image/31.jpg
Steamer "Buttercup"	No	See also 176226b. The steamer "Buttercup" stands offshore in the river. A few crew members appear on the foreward deck looking at the camera.	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Buttercup (Steamboats)--Photographs	17620026ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/31	31	32.jpg	/NONegExposures/image/32.jpg
Steamer "Buttercup"	No	See also 176226a. The steamer "Buttercup" stands offshore in the river. A few crew members appear on the foreward deck looking at the camera. The boat has moved upriver toward the camera from its position in 176226a.-	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Buttercup (Steamboats)--Photographs	17620026bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/32	32	33.jpg	/NONegExposures/image/33.jpg
Steamer "Frisia" loading coal	No	See also 176227b. This negative showing signs of decay. With a coaling barge moored along her starboard side, the steamer "Frisia" takes on coal. The barge lies in the foreground.	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Frisia (Steamboats)--Photographs	17620027ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/33	33	34.jpg	/NONegExposures/image/34.jpg
Steamer "Frisia" loading coal	No	See also 176227a. This negative showing signs of decay. With a coaling barge moored along her starboard side, the steamer "Frisia" takes on coal. The camera has moved to a position a few degrees off the "Frisia's" port bow. Coaling barges lie along both sides of the ship.	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Frisia (Steamboats)--Photographs	17620027bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/34	34	35.jpg	/NONegExposures/image/35.jpg
Steamer "Hulver"	No	See also 176228b. The emusion in this negative shows signs of decay. The steamer "Hulver" stands offshore in the river. A few crew members appear on the foreward deck looking at the camera.	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Hulver (Steamboats)--Photographs	17620028ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/35	35	36.jpg	/NONegExposures/image/36.jpg
Steamer "Hulver"	No	See also 176228a. The emusion in this negative shows signs of decay. The steamer "Hulver" stands offshore in the river. A few crew members appear on the foreward deck looking at the camera.	ca. 1927	unknown	Steamboats--Louisiana--New Orleans--Photographs<br>Hulver (Steamboats)--Photographs	17620028bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/36	36	37.jpg	/NONegExposures/image/37.jpg
Canal Street, corner of Rampart	No	See also 176229b-o. The camera appears to be atop a streetcar standing in the Neutral Ground. The image shows traffic approaching Rampart in front of Loew's State Theater.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>Urban landscapes--Louisiana--New Orleans--Photographs	17620029ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/37	37	38.jpg	/NONegExposures/image/38.jpg
Canal Street, corner of Carondelet	No	See also 176229a, c-o. The camera stands at street level in the Neutral Ground. The image shows pedestrian and vehicular traffic.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029bp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/38	38	39.jpg	/NONegExposures/image/39.jpg
Rampart Street, from the corner of Canal	No	See also 176229a-b, d-o. The camera appears to be atop a streetcar standing in the Neutral Ground looking downriver on Rampart. The image shows pedestrian and vehicular traffic on Rampart with the Saenger Theater on the left of frame.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029cp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/39	39	40.jpg	/NONegExposures/image/40.jpg
Canal Street, from the corner of Robertson Street	No	See also 176229a-c, e-o. The camera appears to be atop a platform standing on the corner of Robertson and Canal looking toward the river on Canal. The image shows pedestrian and vehicular traffic on Canal with the Krauss Building, Southern Railway Terminal, and the Saenger Theater on the left of frame.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>Urban landscapes--Louisiana--New Orleans--Photographs	17620029dp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/40	40	41.jpg	/NONegExposures/image/41.jpg
Canal Street, near the corner of Dauphine	No	See also 176229a-d, f-o. The camera appears to be atop a platform standing near the corner of Dauphine and Canal (perhaps in front of D. H. Holmes, 817 Canal) looking toward the river on Canal. The image shows pedestrian and vehicular traffic on Canal with the Imperial Shoe Store, 739 Canal, on the left of frame.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029ep	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/41	41	42.jpg	/NONegExposures/image/42.jpg
Canal Street, near Dauphine	No	See also 176229a-e, g-o. The camera stands at street level between Dauphine and Burgundy near 929 Canal Street looking toward Rampart. The image shows pedestrian and vehicular traffic on Canal with the Woolworth Co. (929 Cana), Economical Drug Store (1011 Canal Street), and the Saenger Theater (1111 Canal Street at Rampart) appearing on the right of frame.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>Urban landscapes--Louisiana--New Orleans--Photographs	17620029fp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/42	42	43.jpg	/NONegExposures/image/43.jpg
Canal Street, near Burgundy	No	See also 176229a-f, h-o. The camera stands at street level on Canal Street near University, across from Burgundy, lookng toward the river. The image shows pedestrian and vehicular traffic on Canal with the Woolworth Co. (929 Cana), S. H. Kress & Co. (923 Canal Street), and the Maison Blanche Co. (corner of Canal and Dauphine Streets) appearing on the left of frame.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029gp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/43	43	44.jpg	/NONegExposures/image/44.jpg
Canal Street, near Dauphine	No	See also 176229a-g, i-o. The camera stands at street level on Canal Street near Baronne, across from Dauphine, lookng away from the river. The image shows pedestrian and vehicular traffic on Canal with Maison Blanche Co. (corner of Canal and Dauphine Streets), the S. H. Kress & Co. (923 Canal Street), and the Woolworth Co. (929 Cana),  appearing on the right of frame.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>Urban landscapes--Louisiana--New Orleans--Photographs	17620029hp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/44	44	45.jpg	/NONegExposures/image/45.jpg
Canal Street, near Rampart	No	See also 176229a-h, j-o. The camera appears to stand atop a street car in the Neutral Ground on Canal Street near Rampart looking toward the river. The image shows pedestrian and vehicular traffic on Canal with the Economical Drug Store (1011 Canal), the Woolworth Co. (929 Cana), S. H. Kress & Co. (923 Canal Street), and the Maison Blanche Co. (corner of Canal and Dauphine Streets) appearing on the left of frame.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029ip	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/45	45	46.jpg	/NONegExposures/image/46.jpg
Canal Street, near Rampart	No	See also 176229a-i, k-o. The camera appears to stand atop a street car in the Neutral Ground on Canal Street near Rampart looking toward the river, as in 176229i, but has rotated to the left to take in move of the Quarter side of Canal Street. The image shows pedestrian and vehicular traffic on Canal with the Parisian (1027 Canal), Economical Drug Store (1011 Canal), the Woolworth Co. (929 Cana), S. H. Kress & Co. (923 Canal Street), and the Maison Blanche Co. (corner of Canal and Dauphine Streets) appearing on the left of frame.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>Urban landscapes--Louisiana--New Orleans--Photographs	17620029jp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/46	46	47.jpg	/NONegExposures/image/47.jpg
Canal Street, near Dauphine	No	See also 176229a-j, l-o. The camera stands at street level in the Neutral Ground on Canal Street near Baronne, across from Dauphine, lookng away from the river. The image shows pedestrian and vehicular traffic on Canal with the S. H. Kress & Co. (923 Canal Street), the Woolworth Co. (929 Cana),  and the Saenger Theater (1111 Canal Street at Rampart) appearing on the right of frame.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029kp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>5.00" x 7.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/47	47	48.jpg	/NONegExposures/image/48.jpg
Canal Street, near the corner of Burgundy	No	See also 176229a-k, m-o. The camera stands at street level in the Neutral Ground near Burgundy looking down the street toward the river.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>New Orleans (La.)--Photographs	17620029lp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/48	48	49.jpg	/NONegExposures/image/49.jpg
Canal Street, near the corner of Burgundy	No	See also 176229a-l, n-o. The camera stands at street level in the Neutral Ground near Burgundy looking toward the river. This is a slightly different exposure than 176219l.	ca. 1928	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>New Orleans (La.)--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029mp	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/49	49	50.jpg	/NONegExposures/image/50.jpg
Canal Street, near the corner of Dauphine	No	See also 176229a-m, o. The camera stands at street level in the Neutral Ground near Dauphine looking away from the river toward Rampart. In this view the camera has moved to the opposite end of the block from that of 176229l and 176229m and rotated 180 degrees.	ca. 1930	unknown	Urban landscapes--Louisiana--New Orleans--Photographs<br>Canal Street (New Orleans, La.)--Photographs<br>New Orleans (La.)--Photographs	17620029np	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/50	50	51.jpg	/NONegExposures/image/51.jpg
Canal Street, close-up of the base of a lamp post	No	See also 176229a-n. The camera has moved to take a close-up of the base of a lamp post. Those lamp posts may be seen in 17229l-n.	ca. 1930	unknown	New Orleans (La.)--Photographs<br>Street lighting--Louisiana--New Orleans--Photographs<br>Canal Street (New Orleans, La.)--Photographs	17620029op	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/51	51	52.jpg	/NONegExposures/image/52.jpg
Mrs. Eugene Atkinson's garden	No	See also 176230b. The camera stands in the yard of Mrs. Eugene Atkinson's garden, behind her home near the corner of Saint Charles Avenue and Calhoun, looking back toward the house. A decorative planter, flower border, and paving fill the frame.	1926	unknown	New Orleans (La.)--Photographs<br>Photography of gardens --Louisiana--New Orleans	17620030ap	New Orleans Negative Exposures Prints	jpg	640 x 480	Resin-coated paper prints<br>8.00" x 10.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP		New Orleans Negative Exposures and Prints, Mss. 173703-07, 176212-176235, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-15	2005-11-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/NONegExposures/id/52	52	53.jpg	/NONegExposures/image/53.jpg
