Title	Author	Date	Biographical note	Summary	Physical Description	Language	Publisher	Type	Geographic Focus	Subject	Notes	Repository	Repository collection	Repository collection guide	Location of originals	Cite as	Restrictions	Contact and Ordering Information	Item number	Item URL	Collection URL	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Image Resolution (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
176240p												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-08-26	2009-08-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/49	49	50.jp2	/p120701coll12/image/50.jp2
176241p												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-08-26	2009-08-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/50	50	51.jp2	/p120701coll12/image/51.jp2
176242p												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-08-26	2009-08-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/51	51	52.jp2	/p120701coll12/image/52.jp2
176243p												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-08-26	2009-08-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/52	52	53.jp2	/p120701coll12/image/53.jp2
Madison Lumber Company Negatives, Mss. 1762		c. 1900						Image		Madison Lumber Company (Saint Tammany Parish, La.); Documentary photography--Louisiana--Saint Tammany Parish.; Logging--Louisiana--Saint Tammany Parish.; Saint Tammany Parish (La.)--History--20th century.	These eight images document logging operations in St. Tammany Parish, La., circa 1900. Roughly half of the images document work "in the woods" while the other half document a logging camp. One image shows what appears to be a dump near the mill.176236 through 176243.	 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-08-26	2009-08-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/53	53	54.cpd	/p120701coll12/image/54.cpd
Miss 4165 OS Folder B_03												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/54	54	55.jp2	/p120701coll12/image/55.jp2
Miss 4165 OS Folder C_01												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/55	55	56.jp2	/p120701coll12/image/56.jp2
Miss 4165 OS Folder C_02												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/56	56	57.jp2	/p120701coll12/image/57.jp2
Miss 4165 OS Folder C_04												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/57	57	58.jp2	/p120701coll12/image/58.jp2
Miss 4165 OS Folder C_05												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/58	58	59.jp2	/p120701coll12/image/59.jp2
Miss 4165 OS Folder C_06												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/59	59	60.jp2	/p120701coll12/image/60.jp2
Miss 4165 OS Folder C_07												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/60	60	61.jp2	/p120701coll12/image/61.jp2
Miss 4165 OS Folder C_08												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/61	61	62.jp2	/p120701coll12/image/62.jp2
Miss 4165 OS Folder C_09												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/62	62	63.jp2	/p120701coll12/image/63.jp2
Miss 4165 OS Folder C_10												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/63	63	64.jp2	/p120701coll12/image/64.jp2
Miss 4165 OS Folder C_11												 Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special).					Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		See 'reference url' on the navigation bars.													2009-10-16	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll12/id/64	64	65.jp2	/p120701coll12/image/65.jp2
