Series	Title	Interviewee	Date(s) of Interview	Interviewer	Summary	Abstract 	Biographical Note	Subjects	Physical Description	Repository	Cite As	Copyright (Terms of use / reprodcution) (all updated as of 5/5/2015)	Contact and Ordering Information 
Louisiana Politics Oral History Project	"John McKeithen oral history interview, 1982"	"McKeithen, John J. 1918-1999"	1982	"Fiser, Jack, 1918-1999."	"Interview deals with McKeithen's recollections of his life while governor. Mentions his involvement in the funding and construction of the Assembly Center, CEBA and Paul Hebert Law Center, all at Louisiana State University. Also mentions his friendships with Terry Bradshaw and Jake Justice; and nephew, Bob Merideth, a recruiter for Chevron."	http://lib.lsu.edu/services/oralhistory/abstracts/political/McKeithen_John_T52.abs.pdf	"Governor of Louisiana, 1964-1972."	"McKeithen, John J.--(John Julian), 1918-1999--Interviews.; Louisiana State University (Baton Rouge, La.)--History.; Louisiana--Politics and government--1951-"	"Transcript (33 p.); 1 sound cassette (1 hour, 15 minutes)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"John McKeithen Oral History Interview, Mss. 4700.0042, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by the interviewee and/or his heirs in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Politics Oral History Project	"Robert Fleming oral history interview, 1979"	"Fleming, Robert, 1912-1984"	1979	"Culbert, David Holbrook."	Fleming discusses the role of the media in Lyndon Johnson's administration and Johnson's attitude toward news personnel.  He also discusses television coverage of the Vietnam Conflict.	http://lib.lsu.edu/services/oralhistory/abstracts/political/Fleming_Robert.pdf	Deputy Press Secretary under Bill Moyers during President Lyndon B. Johnson's administration.	"Fleming, Robert, 1912-1984--Interviews.; Johnson, Lyndon B.--(Lyndon Baines), 1908-1973.; Mass media--Political aspects--United States.; Vietnam War, 1961-1975--United States--Mass media and the war.; Mass media--United States--History--20th century.; Presidents--United States--Press conferences."	Transcript (28 p.); 1 sound cassette (1 hour)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Robert Fleming Oral History Interview, Mss. 4700.0017, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by interviewee and interviewer and/or their heirs in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Politics Oral History Project	"Sam Houston Jones oral history interview, 1977"	"Jones, Sam Houston, 1897-1978"	1977	"Godfrey, James."	"In the interview, Jones discusses his political campaign of 1940; changes he made while in office; Huey Long's political following; views on social welfare; government corruption; Jones' second gubernatorial campaign; Jones' executive secretary, Cocheran; Jones' wife's role in his career; his birth and family background; state senator W.D. Cotton's role in bridge over Calcasieu River; development of schools and buildings during his administration."	http://lib.lsu.edu/services/oralhistory/abstracts/political/Jones_Sam_Houston_T36.abs.pdf	"Governor of Louisiana, 1940-1944."	"Jones, Sam Houston, 1897-1978.; Long, Huey Pierce, 1893-1935.; Schools--Louisiana.; Elections--Louisiana.; Bridges--Louisiana--Calcasieu River.; Bridges--Law and legislation--Louisiana.; Louisiana--Politics and government--1865-1950."	1 sound cassette; Transcript (28 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Sam Houston Jones Oral History Interview, Mss. 4700.0030, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by interviewee and interviewer and/or their heirs in accordance with U.S. copyright laws.”	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Sea Grant Coastal Change Oral Histories Project	"Barbara Smith Baker Brown oral history interview, 2012"	"Brown, Barbara Smith Baker, -1950"	2012	"Baker, Beverly,"	"Brown recalls her childhood visiting family in Thibodaux, the changes in environment she has witnessed, and her experience being the first African American woman to run for the office of mayor in Thibodaux."	http://lib.lsu.edu/services/oralhistory/abstracts/lasg/Brown_Barbara_Smith_Baker_T4292.abs.pdf	"Barbara Smith Baker Brown was born in New Orleans, Louisiana, raised in Chicago, Illinois, and now lives in Thibodaux, Louisiana. She is the mother of eight, grandmother of thirty-seven, and great-grandmother of three. She is the first African American woman to run for mayor in Thibodaux, Louisiana in 1986."	"Brown, Barbara Smith Baker, 1950---Interviews.; Coast changes--Louisiana.; Country life--Louisiana.; Mayors--Louisiana--Thibodaux--Election.; Women political candidates--Louisiana--Thibodaux.; Thibodaux (La.)--History--20th century.; Louisiana--Politics and government--1951-"	1 digital audio file (33 minutes); Abstract (2 leaves); Transcript (21 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Barbara Smith Baker Brown Oral History Interview, Mss. 4700.2367, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Sea Grant Coastal Change Oral Histories Project	"Denis Rodrigue oral history interview, 2012"	"Rodrigue, Denis, -1928"	2012	"Benoit, Roy,"	"Rodrigue describes her childhood in Chackbay; her mother, father, and all of her brothers and sisters; and when each one save the last three younger than her passed away. She goes on to describe her life as a nun in great detail and the joy she finds in teaching."	http://lib.lsu.edu/services/oralhistory/abstracts/lasg/Rodrigue_Denis_T4297.abs.pdf	"Denis Rodrigue was born in Chackbay, Louisiana, and was the ninth of twelve children. She has been a Catholic nun since she was 19-years-old and currently lives in the Mount Carmel Mother House next to Mount Carmel Academy."	"Rodrigue, Denis, 1928---Interviews.; Coast changes--Louisiana.; Country life--Louisiana--Lafourche Parish.; Farm life--Louisiana--Lafourche Parish.; Nuns--Louisiana.; Chackbay (La.)--Social life and customs--20th century.; Lafourche Parish (La.)--Social life and customs--20th century."	"1 digital audio file (1 hour, 5 minutes); Abstract (3 leaves); Transcript (37 leaves)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Denis Rodrigue Oral History Interview, Mss. 4700.2372, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Sea Grant Coastal Change Oral Histories Project	"Dr. Kenneth Klaus oral history interview, 2012"	Physical rights are retained by the LSU Libraries. Verbal consent for audio use. No online use. Copyright is retained by interviewer and interviewee in accordance with U.S. copyright laws.	2012	"LeBouef, Jessie,"	"Klaus discusses his life as a Louisiana resident, his deep connection to music, experience as a music professor, experience in hurricanes, racism in the South, education, and coastal erosion, climate change, and deltaic formation."	http://lib.lsu.edu/services/oralhistory/abstracts/lasg/Klaus_Kenneth_Dr._T4296.abs.pdf	"Dr. Kenneth Klaus is the author of a musical reference book entitled ""Chamber Music for Solo Voice and Instruments.""  He is a music professor at Nicholls State University."	"Klaus, Kenneth Sheldon, 1952---Interviews.; Coast changes--Louisiana.; Coastal animals--Louisiana.; Hurricane Andrew, 1992--Personal narratives.; Jazz--Louisiana--History and criticism.; Marsh animals--Louisiana.; Wildlife recovery--Louisiana.; Atchafalaya River Delta (La.); Louisiana--Politics and government--1951-"	1 digital audio file (56 minutes); Abstract (2 leaves); Transcript (27 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Dr. Kenneth Klaus Oral History Interview, Mss. 4700.2371, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Sea Grant Coastal Change Oral Histories Project	"Robert Griffin oral history interview, 2013"	"Griffin, Robert, -1952"	2013	"Griffin, Chadwick,"	"Griffin talks about his life growing up in Thibodaux Louisiana, and his involvement in the civil rights movement in the late 1950s-1970s."	http://lib.lsu.edu/services/oralhistory/abstracts/lasg/Griffin_Robert_T4293.abs.pdf	"Robert Griffin was born in New Orleans, Louisiana, and now lives in Thibodaux, Louisiana, where he's lived since he was a child. Griffin was very involved in the civil rights movement of the 1950s-1970s and participated in protests with Dr. Martin Luther King Jr."	"Griffin, Robert, 1952---Interviews.; African Americans--Civil rights--Louisiana--Thibodaux.; Civil rights movements--Louisiana--Thibodaux.; Thibodaux (La.)--History--20th century.; Thibodaux (La.)--Race relations."	1 digital audio file (16 minutes); Abstract (2 leaves); Index (5 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Robert Griffin Oral History Interview, Mss. 4700.2368, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisiana Sea Grant Coastal Change Oral Histories Project	"Timothy James ""Timmy"" Vincent oral history interview, 2012"	"Vincent, Timothy James, -1952"	2012	"Wilkins, Darcy,"	"Vincent shares memories from his childhood in Erath, Louisiana, and discusses his lifelong interest in the outdoors. Vincent goes into some detail on his Acadian and French ancestry, the history of Acadians in south Louisiana, and Acadian farming techniques. He recalls efforts to phase out, then reinstitute the Cajun French language and describes the languages spoken in his family. Primarily, Vincent focuses on his role as manager of the Paul J. Rainey Wildlife Sanctuary and the changes he's seen to the coastal wetlands of Southeast Louisiana throughout his lifetime. This includes saltwater intrusion, coastal erosion, increased channelization for commercial shipping, changes in the type and number of plant and animal species present, and impacts on the local culture, economy, and population. He touches on the seafood industry, farming, cattle and horse ranching and early cattle drives in Louisiana, hunting and trapping, the introduction of nutria, Louisiana innovations prodded by a lack of resources, the impact of hurricanes on coastal communities, and government regulations on rebuilding in flood areas."	http://lib.lsu.edu/services/oralhistory/abstracts/lasg/Vincent_Timmy_T4162.abs.pdf	"Timmy Vincent was born in Abbeville, Louisiana, in 1952, and grew up in nearby Erath. Vincent is manager for the Paul J. Rainey Wildlife Sanctuary in Vermillion Parish, Louisiana. At the time of this interview, he had worked there for sixteen years and was living at the sanctuary's headquarters.  Vincent's grandparents were of Acadian and French ancestry; they worked as farmers and furniture store owners. His father was an insurance agent and his mother was a home economics teacher. Vincent is a lifelong resident of coastal Louisiana, a former muskrat trapper, and a speaker of English, French and Acadian French."	"Vincent, Timothy James, 1952---Interviews.; Cajun French dialect--Louisiana.; Cajuns--Louisiana--History.; Cattle drives--Louisiana--History.; Coypu--Louisiana.; Hunting--Louisiana.; Ranching--Louisiana.; Trapping--Louisiana.; Wetland animals--Louisiana.; Wetland biodiversity--Louisiana.; Wetland plants--Louisiana.; Wetlands--Louisiana.; Erath (La.)--Social life and customs--20th century.; Paul J. Rainey Wildlife Refuge and Game Preserve (La.)"	1 digital audio file (58 minutes); Index (8 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Timothy James ""Timmy"" Vincent Oral History Interview, Mss. 4700.2279, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Adolphe Gueymard oral history interview, 2005"	"Gueymard, Adolphe, 1913-2008"	2005	"Marmande, Ann Marie,"	"Adolphe Gueymard discusses his family, his attendance and military training at Louisiana State University, and his training after being called to active duty.  Gueymard described especially his service in Europe during the war at Normandy, France; Boekel, Holland; Bastogne, Belgium; and Berchtesgaden, Germany."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Gueymard_Adolphe_T3444.abs.pdf	"Adolphe Gueymard was born in Carville, La., and attended Louisiana State University between 1930 and 1935.  He was commissioned a second lieutenant in the Army Reserve, was called to active duty in 1942, and served in the 101st Airborne Division in Europe during World War II."	"Gueymard, Adolphe, 1913-2008--Interviews.; Louisiana State University and Agricultural and Mechanical College--Students.; Military education--Louisiana--Baton Rouge.; World War, 1939-1945--Europe--Personal narratives, American.; World War, 1939-1945--Campaigns--France--Normandy--Personal narratives, American.; Ardennes, Battle of the, 1944-1945--Personal narratives, American."	1 sound cassette (44 minutes); Transcript (23 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Adolphe Gueymard Oral History Interview, Mss. 4700.1742, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Buddy Boudreaux oral history interview, 1999"	"Boudreaux, Buddy, -1917"	1999	"Rost, Jude Noah,"	"Boudreaux discusses his family and early life in Baton Rouge; his training with the U.S. Army Air Corps at ""Tent City,"" a basic training center in St. Petersburg, Fla.; memorable events he witnessed in North Africa and Italy; playing in a seven-piece jazz ensemble; his experiences with other cultures, including French Moroccans, Arabs, British, and Italians; the various armies in Italy and the difficulty of fighting there; and his experiences of V-E Day in Italy, life in the United States at the end of the war, and his discharge from the service."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Boudreaux_Buddy_T1664.abs.pdf	"Buddy Boudreaux was born in Donaldsonville, La., on December 27, 1917, to Edward Boudreaux Sr. and Rena Landry Boudreaux.  He attended public grammar and high schools in Baton Rouge, La.  Boudreaux served in the U.S. Army Air Corps between 1943 and 1945, playing in a seven-piece jazz ensemble at officers' clubs, USO shows, and other venues in North Africa and Italy.  After the war, he graduated from the University of California at Berkeley and returned to Baton Rouge, working for Exxon for 40 years.  He was also a popular jazz musician in the Baton Rouge and New Orleans areas."	"Boudreaux, Buddy, 1917---Interviews.; United States.--Army Air Forces--Airmen.; United States.--Army Air Forces--Bands.; Interpersonal relations and culture--Africa, North.; Interpersonal relations and culture--Italy.; Military training camps--Florida--Saint Petersburg.; V-E Day, 1945--Italy.; World War, 1939-1945--Africa, North--Personal narratives, American.; World War, 1939-1945--Italy--Personal narratives, American.; World War, 1939-1945--Campaigns--Italy."	1 sound cassette (52 minutes); Transcript (36 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Buddy Boudreaux Oral History Interview, Mss. 4700.1138, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Dr. Vance Byars with Nell Byars oral history interview, 1997"	"Byars, Vance, 1923-2002"	1997	"Byars, Nell,; Foster, Adele, -1925"	"Byars discusses his early life and father's work, but primarily describes his service during World War II.  He discusses General Troy Middleton, the battle and collapse of the Remagen bridge, German atrocities against Jews and American soldiers, and the Battle of H{uml}urtgen Forest."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Byars_Vance&Nell.abs.pdf	"Dr. Vance Byars (1923-2002) was born in Shreveport, La., and raised in several places in East Texas while following his father's oilfield work.  He attended Louisiana State University in 1939 and enlisted in the National Guard at age 16.  He served in the Army during World War II and remained in the Reserves until 1987."	"Byars, Vance, 1923-2002--Interviews.; Byars, Nell, 1925---Interviews.; Middleton, Troy H.--(Troy Houston), 1889-1976.; Oil fields--Texas.; Holocaust, Jewish (1939-1945)--Germany.; World War, 1939-1945--Atrocities--Germany.; H{uml}urtgen Forest, Battle of, Germany, 1944.; Ludendorff-Br{uml}ucke (Remagen, Germany)"	1 sound cassette (45 minutes); Transcript (38 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Dr. Vance Byars with Nell Byars Oral History Interview, Mss. 4700.0831, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Edward J. Davis, Jr. oral history interview, 1999"	"Davis, Edward J. 1923 or 4-2012"	1999	"Alberts, John,"	"Davis discusses his service aboard the USS Kalk as a range finder operator and gunner's mate from June 1942 through December 1945.  His recollections include patrolling the Aleutian Islands, escorting convoys to North Africa in preparation for Operation Torch, escorting a convoy to Murmansk, Russia, by way of the Panama Canal, and stops in Papua, New Guinea.  Davis recalls the bombing of the Kalk at Biak Island, the injury he sustained in the attack, and his recovery.  He recounts steering the ship through a deadly typhoon off the Philippines and witnessing Japan's surrender on the deck of the USS Missouri.  He recalls other highlights from his service, his trip back to Louisiana, and after the war."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Davis_Edward.pdf	"Edward Davis attended Catholic High School in Baton Rouge, La.  He joined the U.S. Navy on July 2, 1942, and served primarily on the USS Kalk in the European and Pacific Theaters during World War II.  He was awarded the Purple Heart due to an injury he suffered when the Kalk was bombed in 1944.  After the war, Davis settled in Baton Rouge where he attended Louisiana State University, married and had three children.  He died in 2012 at age eighty-eight."	"Davis, Edward J.--(Edward James), 1923 or 4-2012--Interviews.; United States.--Navy--Military life.; Kalk (Destroyer : DD 611); Missouri (Battleship : BB-63); World War, 1939-1945--Alaska--Aleutian Islands--Naval operations, American.; World War, 1939-1945--Indonesia--Biak Island--Naval operations, American.; World War, 1939-1945--Papua New Guinea--Naval operations, American.; Naval convoys--United States.; Sailors--Wounds and injuries--United States.; Typhoons--Philippines."	1 sound cassette (46 minutes); Transcript (40 leaves); Abstract (2 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Edward J. Davis, Jr. Oral History Interview, Mss. 4700.1139, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Floyd Bourgeois oral history interview, 1996"	"Bourgeois, Floyd, 1922-2010"	1996	"Foster, Adele,"	"Bourgeois discusses his family, his military training, England during the war, his work with the Judge Advocate General's Office as they moved through Europe, his marriage and time spent in the United States before his discharge, and his work after the war, particularly with Exxon."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Bourgeois_Floyd_T993.pdf	Floyd Bourgeois served in the Seventh Corps Headquarters Judge Advocate General's Office during World War II.	"Bourgeois, Floyd, 1922-2010--Interviews.; United States.--Army.--Army, 7th.; United States.--Army.--Judge Advocate General's Dept.; Exxon Corporation--Employees.; Courts-martial and courts of inquiry--United States.; World War, 1939-1945--Campaigns--Europe.; World War, 1939-1945--Great Britain."	1 sound cassette (1 hour); Transcript (28 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Floyd Bourgeois Oral History Interview, Mss. 4700.0673, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Frank L. ""Dusty"" Rhoades oral history interview, 1999"	"Rhoades, Frank L., -1921"	1999	"Rost, Jude Noah,"	"Rhoades discusses his family and education; attending Louisiana Polytechnic Institute; his training as an aircraft engineer and pilot; bombing missions over Germany flown from his base in northern England; his work in natural gas engineering in South Louisiana; owning a machine shop in Bossier City, La.; working for an ordnance plant near Minden, La.; his jobs in aircraft construction; his work in petroleum pipeline engineering in Texas, Alaska, and Saudi Arabia; and Saudi Arabian cultural customs."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Rhoades_Frank.abs.pdf	"Frank L. ""Dusty"" Rhoades was born in Shreveport, La., and attended the Louisiana Polytechnic Institute before enlisting in the Army Air Corps at the start of World War II.  He served as a bomber pilot flying a B-24 ""Liberator.""  He graduated from the Louisiana Polytechnic Institute and the University of Oklahoma and worked a variety of positions in the natural gas, aircraft, and petroleum engineering fields."	"Rhoades, Frank L., 1921---Interviews.; Louisiana Polytechnic Institute.; Louisiana Army Ammunition Plant (U.S.); World War, 1939-1945--Aerial operations, American.; World War, 1939-1945--Personal narratives, American.; Bombers--Piloting--United States.; B-24 (Bomber); Gas industry--Louisiana--Employees.; Machine shops--Louisiana--Bossier City.; Ordnance--Louisiana--Manufacture.; Aircraft industry--United States--Employees.; Petroleum pipeline industry--Texas--Employees.; Petroleum pipeline industry--Alaska--Employees.; Petroleum pipeline industry--Saudi Arabia--Employees.; Saudi Arabia--Social life and customs--20th century."	2 sound cassettes (3 hours); Transcript (120 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Frank L. ""Dusty"" Rhoades Oral History Interview, Mss. 4700.1171, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"General O.B. Johnson oral history interview, 1997"	"Johnson, Oris B., 1920-1999"	1997	"Foster, Adele,"	"Johnson discusses his family, childhood, education, and teaching in high school; his flight training and service with the Army Air Corps in the United States and Europe during World War II; his postwar assignments including commanding the Washington Area Air Defense Sector and the 14th Aero Space Force; attending the Imperial Defense College in London; early events in the Cold War; the contribution of his wife to his career; his involvement with the Korean and Vietnam Wars; and his government service in Shreveport."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Johnson_OB.abs.pdf	"General O. B. Johnson served as a pilot in the U.S. Army Air Corps in Europe during World War II.  He supervised the development of advanced fighter aircraft and their implementation during the Korean War.  He later commanded the Washington Area Air Defense Sector, the 14th Aero Space Force, and the 313th Air Division.  After retiring from the Air Force in 1973, Johnson served in several positions in the Shreveport city government and as undersecretary of public safety under the Treen administration."	"Johnson, Oris B., 1920-1999--Interviews.; United States.--Army.--Air Corps.; United States.--Air Force.--Washington Area Air Defense Sector.; United States.--Air Force.--Aero Space Force, 14th.; United States.--Air Force.--Air Division, 313th.; Imperial Defense College.; World War, 1939-1945--Europe--Aerial operations, American.; World War, 1939-1945--Europe--Aerial operations, British.; Korean War, 1950-1953--Aerial operations, American.; Vietnam War, 1961-1975--Aerial operations, American.; Cold War.; Generals' spouses--Louisiana.; Shreveport (La.)--Politics and government--20th century."	3 sound cassettes (3.5 hours); Transcript (140 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"General O.B. Johnson Oral History Interview, Mss. 4700.0821, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by interviewee and interviewer and/or their heirs in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Louisianans in the Military Oral History Project	"Ida Turcan oral history interview, 1997"	"Turcan, Ida, 1918-2004"	1997	"Foster, Adele."	"The interview details early to mid-twentieth century life in south Louisiana, and describes extensively one woman's experience as an armed services nurse overseas during World War II.  Considerable detail is also given to Turcan's nursing experience during Hurricane Audrey, which hit Southwest Louisiana in 1957.  Finally, Turcan speaks to the nature of contemporary military life, particularly on women's roles and scandals involving women in the military."	http://lib.lsu.edu/services/oralhistory/abstracts/military/Turcan_Ida.abs.pdf	"Ida Turcan was born Ida Dicks in Mandeville, La. in 1918.  She graduated from Touro Infirmary Nursing School in New Orleans in 1939 and entered the Army Nurse Corps the same year.  Turcan served as an army nurse in North Africa and Italy during World War II, and returned to Louisiana in 1945.  In 1957, she received a bachelor's degree in nursing education through the GI Bill.  She also met her husband in 1957 in Baton Rouge, La., and they married in 1958.  They lived in Arizona, Missouri, and Georgia before returning to Baton Rouge, La. in retirement."	"Turcan, Ida, 1918-2004--Interviews.; United States.--Army Nurse Corps.; World War, 1939-1945--United States--Participation, Female.; Military nursing--United States.; Hurricanes--Louisiana.; Hurricane Audrey, 1957.; Women and the military--United States.; United States--Armed Forces--Nurses.; Louisiana--Social conditions--20th century."	"2 sound cassettes (1 hour, 45 minutes); Transcript (85 p.)."	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Ida Turcan Oral History Interview, Mss. 4700.0829, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
