Title	Author	Century	Date	Origin	Contents	Illustration	Scripts	Scribe/artists	Current location	Description	Bibliographical references	Publications about	Associated names	Alternative title(s)	Language	Genres	Facsimile Publisher	Extent	Call Number	Contributors	Publisher	Type	Digital Format	Repository	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Dates	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 040																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/374	374	375.jpg	/MMF/image/375.jpg
Page 066																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/375	375	376.jpg	/MMF/image/376.jpg
The Kaufmann Haggadah		14th century	14th century	Spain	An illuminated Haggadah	14 miniatures, with decorated text		Unknown	Oriental Library of the Hungarian Academy of Sciences, Budapest, Hungary (Ms 422 of the Kaufmann Collection) (http://www.mtak.hu/index_en.php )	One of the finest examples of an illuminated Haggadah, the Kaufmann Haggadah is composed of 2 parts: 14 full page miniatures, and a decorated text. The episodes depicted in the miniatures recapitulate the Exodus story beginning with the discovery of the infant Moses in the Nile and ending with Miriam's song by the Red Sea. Also included is a miniature of preparations for Passover. The text decorations are elaborate, and in addition to the conventional representations of the rabbis in Bene Brak, the four sons, matzah and bitter herbs, they include biblical episodes already depicted in the full-page miniatures. Three artists may have collaborated on the illustrations. Unfortunately, the miniatures were rearranged at some point in the volume's transmission and are now out of order.					Hebrew		Budapest: Hungarian Academy of Sciences, 1957	Facsimile with 1 booklet of commentary	Rare 781.7 J55K			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00018											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/376	376	377.cpd	/MMF/image/377.cpd
Page 020r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/382	382	383.jp2	/MMF/image/383.jp2
Page 043v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/383	383	384.jp2	/MMF/image/384.jp2
Page 048r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/384	384	385.jp2	/MMF/image/385.jp2
Page 085r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/385	385	386.jp2	/MMF/image/386.jp2
Martirologio de Usuardo	Usuard, d. 876 or 7	15th century	ca. 1400	Prague	A history of martyrs	Lavishly illustrated with decorative capitals; 3-6 roundels per page, featuring Biblical figures	Gothic	Unknown	Museu d'Art, Girona, Spain (http://www.museuart.com/eng/index.html )	From 841 to 847, Usuard was a monk at Saint-Germain-des-Prés in Paris. His journey through Spain in 858 led to the incorporation of Spanish saints into his work on martyrs, which remained throughout the Middle Ages the most famous document of its kind and is preserved in numerous later manuscripts, such as this one.      Originating in Prague at the court of Wenceslas IV, this 15th-century copy of Usuard’s Martyrology plays a key role in the history of Central-European painting, constituting a high point in the evolution of the Bohemian tradition of book illumination.					Latin		Barcelona: M. Moleiro, 1997	V. 1, facsimile; V. 2, commentary (in Spanish):  The Martyrology of Usuard and the Museum of the Diocese of Girona; Codicological Study; Paleographical Study; The Illuminations of the Martyrology of Usuard; Outline of an Iconographic Analysis; Transcription; Translation [Latin to Spanish]	Rare BX4660 .A1 1997 FLAT, v. 1-2			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00024											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1395, 1396, 1397, 1398, 1399, 1400, 1401, 1402, 1403, 1404, 1405		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/386	386	387.cpd	/MMF/image/387.cpd
Page 009v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/387	387	388.jp2	/MMF/image/388.jp2
Page 014r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/388	388	389.jp2	/MMF/image/389.jp2
Page 127v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/389	389	390.jp2	/MMF/image/390.jp2
Il Codice J.II.9		15th century	ca. 1400-1450	Cyprus	Anthology of sacred music	Decorative capitals	Gothic	Unknown	Torino, Biblioteca Nazionale Universitaria (http://www.bnto.librari.beniculturali.it/index.php?it/1/home )	Collection of plainchant, polyphonic mass movements, motets, and polyphonic chansons.  Containing 334 polyphonic and monophonic entries, the manuscript is the sole source dateable into the early fifteenth century devoted exclusively to French (or at least French-derived) music.  The range and origins of its repertory, combining plainchant for the Office and the Mass with polyphonic settings of the Mass Ordinary, motets, and a vast collection of French songs in the formes fixes, all apparently composed for the royal court of Cyprus, make the manuscript unique among codices of late medieval music.  Moreover, a Mass cycle copied in the back of the manuscript as a later addition offers rare musical evidence from a period that witness the genesis of one of the central genres of Western art music.				The codex J.II.9	Latin; French		Lucca: Libreria Musicale Italiana, 1999	1 v.  Introductory Study; Anne of Cyprus and Louis of Savoy; Some notes on the structure of the manuscript; Color Facsimile	Rare M2 .C64 1999 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00025											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1395, 1396, 1397, 1398, 1399, 1400, 1401, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1412, 1413, 1414, 1415, 1416, 1417, 1418, 1419, 1420, 1421, 1422, 1423, 1424, 1425, 1426, 1427, 1428, 1429, 1430, 1431, 1432, 1433, 1434, 1435, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/390	390	391.cpd	/MMF/image/391.cpd
Page 010r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/396	396	397.jpg	/MMF/image/397.jpg
Page 038v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/397	397	398.jpg	/MMF/image/398.jpg
Page 152v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/398	398	399.jpg	/MMF/image/399.jpg
Page 203r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/399	399	400.jpg	/MMF/image/400.jpg
Très Riches Heures du Duc de Berry		15th century	ca. 1410	France	An illuminated book of hours	Over 100 miniatures, elaborate border decoration	Gothic	Scribe unknown; miniatures by the brothers Paul, Hermann and Jean Limbourg, Barthélemy van Eyck, and Jean Colombe	Musée Condé, Chantilly, France (Ms. 65) (http://www.bibliotheque-conde.fr/collections-et-catalogues/bibliotheque/manuscrits/ )	Probably the most important illuminated manuscript of the 15th century, the Très Riches Heures (“The Very Rich Hours”) is an elaborately decorated prayer book that was  commissioned by Jean, Duc de Berry circa 1410.  It consists of 416 pages, including 131 with large miniatures and many more with border decorations or historiated initials, that are among the high points of International Gothic painting in spite of their small size. There are 300 decorated capital letters.  The illustrations, many of which include images of the duke’s chateaux, depict scenes related to the seasons, including a New Year’s banquet, sowing the fields, autumn harvest, picking grapes, hawking, and a boar hunt.				The Very Rich Hours	French		New York: Harry N. Abrams, 1984	V. 1. commentary; V. 2. facsimile	Rare ND3363 .B5 T713 1984 OVER			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00027											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1405, 1406, 1407, 1408, 1409, 1410, 1411, 1412, 1413, 1414, 1415		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/400	400	401.cpd	/MMF/image/401.cpd
Page 001r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/401	401	402.jp2	/MMF/image/402.jp2
Page 032v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/402	402	403.jp2	/MMF/image/403.jp2
Page 148v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/403	403	404.jp2	/MMF/image/404.jp2
Page 186r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/404	404	405.jp2	/MMF/image/405.jp2
Libro del caballero Zifar	Unknown	15th century	1464	Spain	A Spanish medieval romance	242 illuminated miniatures	Gothic	Juan de Carrion (?), illustrator	Bibliothèque Nationale, Paris, France (Espagnol 36) (http://www.bnf.fr/en/tools/a.welcome_to_the_bnf.html )	The Libro del caballero Zifar is the first extensive adventure story to have been written in Spanish and was composed around 1300. It retains traces of the chivalric romances of the Middle Ages and was probably written by Ferrand Martinez, cleric of Toledo, who appears in the prologue.     Two manuscripts of the story have survived, one from the 14th century (MS 11,309, National Library of Madrid) and one dated 1464 (MS Espagnol 36, Bibliothèque Nationale).  There are also two copies of an edition printed in Seville in 1512.     The story is divided into three parts.  The first recounts the experiences of the knight Zifar and his family after they are forced to abandon their home.  In the second part, Zifar instructs his sons in the art of kingship.  The third section tells the story of Roboán, Zifar’s son, who has set out on his own quest.					Spanish		Barcelona: Moleiro, [1996]	V. 1, facsimile; V. 2, commentary (in Spanish)	PQ6388 .C2 1996 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00028											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1464		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/405	405	406.cpd	/MMF/image/406.cpd
Apocalipsis	Beatus, Saint, Presbyter of Liebana, d. 798	10th century	ca. 950	Monastery of San Miguel de Escalada, Spain	Commentary on the Book of Revelation	Full- and half-page paintings of religious figures and allegory; Maps	Uncial	Maius	Morgan Library and Museum, New York, New York (http://www.themorgan.org/&gt;	This manuscript, known as the Morgan Beatus, was apparently produced at the monastery of San Miguel de Escalada by Maius (or Magius), fl. 926-968.  It is the oldest example of a revived Spanish apocalypse tradition.  The illuminations reflect a stylistic and cultural revolution taking place in the newly reclaimed territories of the Iberian peninsula.  Of note are the brilliantly painted portraits of the Evangelists.     The Apocalypse and commentary by Saint Beatus of Liébana became one of the most important religious texts of the Middle Ages, and was often fully illustrated.  The Morgan Beatus contains preliminary material with brilliantly painted Evangelist portraits (f. 1-9), Beatus's Commentary on the Apocalypse, (f.10-233), excerpts from Isidore of Seville's De ad finitatibus et gradibus and of his Etymologies (f.234r-237r), St. Jerome's Commentary on Daniel, (f. 239-293), and a third exposition of the Apocalypse (f.294-299).				The Morgan Beatus	Latin		[Torino?]: Scriptorium, 2000	V. 1, commentary and transcription; V. 2, facsimile	Rare BS2825 .B37 2000 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00030											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	945, 946, 947, 948, 949, 950, 951, 952, 953, 954, 955		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/409	409	410.cpd	/MMF/image/410.cpd
Page 001r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/410	410	411.jpg	/MMF/image/411.jpg
Page 064v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/411	411	412.jpg	/MMF/image/412.jpg
Carmina Burana		13th century	ca. 1230	Bavaria	Anthology of secular music	Large decorative capitals in red; several full- and half-page illustrations of religious subjects	Gothic	Unknown	Bayerische Staatsbibliothek, Munich (https://www.bsb-muenchen.de/index.php )	The title "Carmina Burana" literally means “songs of Beuren” and was given by Johann Andreas Schmeller to his complete edition (1847) of the poems contained in an early 13th-century German manuscript (discovered in 1803) from the Benedictine abbey of Benediktbeuern, south of Munich.  Since then, the manuscript has been known by that title even though it is now generally agreed that it probably did not originate in Benediktbeuern and may have come from Seckau. The manuscript is perhaps the most important source for Latin secular poetry of the 12th-century goliardic repertory. There are some poems in German, and several of the poems have music written in unheighted neumes, a relatively rare style of notation at the time. In total, the manuscript contains approximately 250 poems.    The pieces, mostly in Latin, with a few in a dialect of Middle High German and Old French, were written by students and clergy around 1230. Most of the poems and songs appear to be the work of Goliards, clergy (mostly students) who lampooned and satirized the Church. The collection preserves the works of a number of poets, including Peter of Blois, Walter of Châtillon, and an anonymous poet referred to as the Archpoet.					Latin; German		München: Prestel [1970, c1967]	V. 1, Introduction to the Facsimile Edition of the Benediktbeuern Music Manuscript; V. 2, Facsimile	Rare PA8133 .S8 C283, v. 1-2			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00032											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1225, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/414	414	415.cpd	/MMF/image/415.cpd
Comentario al Apocalipsis	Saint Beatus, Presbyter of Liebana, d. 798.	10th century	975	Spain	Commentary on the Apocalypse	131 miniatures with over 1,200 motifs of Visigothic-Preromanic art	Caroline minuscule	Unknown	Gerona Cathedral, Gerona, Spain (http://www.catedraldegirona.org/ )	In 776 Beatus, a staunchly orthodox monk from the monastery of San Martín de Turieno in Liébana in northern Spain, assembled a commentary on the Book of Revelation, also known as the Apocalypse. Lavishly illustrated and known today as the Beatus manuscripts, the copies of this text made by medieval scribes and illuminators hold a singular place in the history of medieval illumination. Ranging in date from around 885 to around 1240, the surviving Beatus manuscripts and fragments comprise over fifteen hundred individual illuminations.  Vol. 2 contains H.A. Sanders' 1930 transcription of the Latin text, and commentaries on Beatus' work.	In Apocalipsin libri duodecimo			The Beatus Manuscripts	Latin		Madrid: Edilán, 1975	V. 1, facsimile; V. 2, transcription and commentary	Rare BS2825 .B37 1975 FLAT, v. 1-2			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00035											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	975		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/419	419	420.cpd	/MMF/image/420.cpd
Page 001r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/438	438	439.jpg	/MMF/image/439.jpg
Page 002r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/439	439	440.jpg	/MMF/image/440.jpg
Page 044v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/440	440	441.jpg	/MMF/image/441.jpg
Page 006v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/442	442	443.jp2	/MMF/image/443.jp2
Page 011r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/443	443	444.jp2	/MMF/image/444.jp2
Page 097r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/444	444	445.jp2	/MMF/image/445.jp2
Page 151r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/445	445	446.jp2	/MMF/image/446.jp2
Page 022r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/447	447	448.jpg	/MMF/image/448.jpg
Page 030v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/448	448	449.jpg	/MMF/image/449.jpg
Page 064r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/449	449	450.jpg	/MMF/image/450.jpg
Page 065r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/450	450	451.jpg	/MMF/image/451.jpg
Page 096v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/451	451	452.jpg	/MMF/image/452.jpg
mm00009_Page 006r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2008-10-24	2008-10-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/453	453	454.jpg	/MMF/image/454.jpg
