Title	Creator	Contributors	Date	Subjects	Description	Original Format/Size	Publisher	Language	Format	Repository	Coverage	Restrictions	Cite as	Cataloger	Catalog Date	Object File Name	Contact and Ordering Information	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Coates Hall heating drawing, sheet 1H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;28.92x26.25"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000041	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/40	40	4425193062003_tl000041.jpg	/TLD/image/4425193062003_tl000041.jpg
Coates Hall heating drawing, sheet 2H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;28.92x26.13"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000042	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/41	41	23225193062003_tl000042.jpg	/TLD/image/23225193062003_tl000042.jpg
Hill Memorial Library architectural drawing, sheet 1	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.86x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000043	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/42	42	43525193062003_tl000043.jpg	/TLD/image/43525193062003_tl000043.jpg
Hill Memorial Library architectural drawing, sheet 2	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.28x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000044	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/43	43	63825193062003_tl000044.jpg	/TLD/image/63825193062003_tl000044.jpg
Hill Memorial Library architectural drawing, sheet 3	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.70x23.50"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000045	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/44	44	84125193062003_tl000045.jpg	/TLD/image/84125193062003_tl000045.jpg
Hill Memorial Library architectural drawing, sheet 4	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.18x22.75"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000046	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/45	45	2826193062003_tl000046.jpg	/TLD/image/2826193062003_tl000046.jpg
Hill Memorial Library architectural drawing, sheet 5	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.96x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000047	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/46	46	23226193062003_tl000047.jpg	/TLD/image/23226193062003_tl000047.jpg
Hill Memorial Library architectural drawing, sheet 6	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.15x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000048	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/47	47	43526193062003_tl000048.jpg	/TLD/image/43526193062003_tl000048.jpg
Hill Memorial Library architectural drawing, sheet 7	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.89x23.25"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000049	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/48	48	63826193062003_tl000049.jpg	/TLD/image/63826193062003_tl000049.jpg
Hill Memorial Library architectural drawing, sheet 8	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.77x23.63"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000050	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/49	49	82526193062003_tl000050.jpg	/TLD/image/82526193062003_tl000050.jpg
Hill Memorial Library architectural drawing, sheet 9	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.78x22.75"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000051	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/50	50	2827193062003_tl000051.jpg	/TLD/image/2827193062003_tl000051.jpg
Hill Memorial Library architectural drawing, sheet 10	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.90x22.75"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000052	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/51	51	21627193062003_tl000052.jpg	/TLD/image/21627193062003_tl000052.jpg
Hill Memorial Library architectural drawing, sheet 11	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.95x22.75"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000053	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/52	52	41927193062003_tl000053.jpg	/TLD/image/41927193062003_tl000053.jpg
Hill Memorial Library architectural drawing, sheet 12	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.06x23.13"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000054	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/53	53	62227193062003_tl000054.jpg	/TLD/image/62227193062003_tl000054.jpg
Hill Memorial Library electrical drawing, sheet 1E	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.92x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000055	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/54	54	81027193062003_tl000055.jpg	/TLD/image/81027193062003_tl000055.jpg
Hill Memorial Library electrical drawing, sheet 2E	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.15x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000056	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/55	55	98227193062003_tl000056.jpg	/TLD/image/98227193062003_tl000056.jpg
Hill Memorial LiIbrary electrical drawing, sheet 3E	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.15x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000057	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/56	56	16928193062003_tl000057.jpg	/TLD/image/16928193062003_tl000057.jpg
Hill Memorial Library electrical drawing, sheet 4E	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.95x22.75"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000058	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/57	57	35728193062003_tl000058.jpg	/TLD/image/35728193062003_tl000058.jpg
Hill Memorial Library heating drawing, sheet 1H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.68x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000059	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/58	58	54428193062003_tl000059.jpg	/TLD/image/54428193062003_tl000059.jpg
Hill Memorial Library heating drawing, sheet 2H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.09x22.88"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000060	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/59	59	73228193062003_tl000060.jpg	/TLD/image/73228193062003_tl000060.jpg
Hill Memorial Library heating drawing, sheet 3H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;34.10x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000061	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/60	60	91928193062003_tl000061.jpg	/TLD/image/91928193062003_tl000061.jpg
Hill Memorial Library heating drawing, sheet 4H	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;33.98x23.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000062	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/61	61	10729193062003_tl000062.jpg	/TLD/image/10729193062003_tl000062.jpg
Memorial Tower architectural drawing, sheet 1	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;38.95x29.50"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000063	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/62	62	32529193062003_tl000063.jpg	/TLD/image/32529193062003_tl000063.jpg
Memorial Tower architectural drawing, sheet 2	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;38.98x29.00"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000064	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/63	63	56029193062003_tl000064.jpg	/TLD/image/56029193062003_tl000064.jpg
Memorial Tower architectural drawing, sheet 3	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;38.86x29.99"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000065	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/64	64	76329193062003_tl000065.jpg	/TLD/image/76329193062003_tl000065.jpg
Memorial Tower architectural drawing, sheet 4	Link, Theodore C.		1922;1924	Architectural drawing;Baton Rouge, La.;Louisiana State University (Baton Rouge, La.);Louisiana;Architecture;Buildings--Designs and plans;		Architectural drawings;lcsh;38.70x28.88"		eng		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana State University Architectural Drawings by Theodore Link, LOUISiana Digital Library, Baton Rouge, La.			tl000066	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_TLD.php?CISOROOT=%2FTLD			2003-06-30	2003-06-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/TLD/id/65	65	96629193062003_tl000066.jpg	/TLD/image/96629193062003_tl000066.jpg
